Deck size,Moves,Variant,Rank1,Rank2,Winner
20,20,0,65,57,0
20,18,0,51,74,0
20,42,0,67,56,1
20,14,0,57,65,0
20,30,0,49,75,0
20,24,0,59,63,1
20,30,0,73,50,1
20,60,0,73,49,1
20,60,0,52,71,1
20,114,0,53,71,1
20,14,0,99,23,1
20,28,0,57,65,0
20,60,0,54,70,1
20,16,0,69,54,0
20,56,0,43,79,0
20,12,0,65,59,1
20,22,0,41,82,0
20,50,0,43,79,1
20,28,0,71,52,0
20,90,0,79,44,0
20,32,0,47,77,0
20,12,0,51,73,0
20,62,0,71,52,1
20,40,0,55,70,0
20,14,0,73,50,1
20,28,0,27,96,0
20,26,0,69,53,0
20,56,0,57,67,0
20,44,0,52,71,1
20,48,0,50,74,0
20,16,0,65,57,1
20,50,0,64,59,0
20,48,0,71,52,0
20,20,0,42,83,0
20,26,0,61,61,1
20,82,0,54,69,0
20,80,0,50,73,0
20,106,0,70,54,1
20,16,0,71,52,1
20,18,0,49,76,0
20,26,0,49,76,1
20,24,0,81,43,0
20,20,0,37,87,0
20,22,0,48,76,0
20,16,0,70,53,1
20,48,0,71,53,0
20,18,0,36,88,0
20,104,0,53,71,0
20,32,0,62,62,0
20,34,0,76,48,0
20,40,0,59,63,0
20,108,0,45,79,1
20,64,0,63,61,1
20,42,0,77,46,0
20,16,0,78,45,1
20,18,0,95,29,1
20,30,0,60,63,0
20,36,0,55,67,1
20,26,0,58,65,1
20,36,0,48,75,0
20,34,0,65,57,0
20,26,0,85,39,1
20,36,0,31,93,1
20,18,0,62,63,0
20,26,0,47,77,1
20,34,0,66,58,0
20,18,0,83,40,1
20,38,0,61,63,1
20,116,0,62,61,1
20,66,0,68,55,0
20,56,0,50,73,1
20,56,0,57,65,0
20,28,0,47,75,0
20,30,0,30,93,0
20,14,0,79,44,1
20,16,0,81,42,1
20,20,0,45,78,0
20,16,0,85,39,1
20,10,0,81,41,1
20,22,0,74,49,1
20,30,0,67,57,1
20,56,0,64,60,0
20,72,0,80,44,0
20,36,0,64,60,0
20,44,0,47,77,0
20,30,0,55,69,0
20,24,0,48,77,0
20,44,0,72,51,1
20,26,0,64,60,0
20,22,0,73,50,1
20,36,0,63,59,0
20,24,0,71,53,1
20,40,0,62,62,1
20,18,0,88,38,1
20,22,0,62,61,0
20,28,0,54,69,0
20,52,0,69,55,1
20,44,0,76,49,0
20,22,0,77,47,1
20,16,0,79,43,1
20,18,0,55,69,0
20,12,0,88,36,1
20,20,0,69,54,0
20,28,0,80,43,0
20,20,0,38,85,0
20,28,0,74,50,1
20,30,0,67,57,0
20,22,0,49,75,0
20,48,0,65,57,1
20,46,0,71,52,1
20,12,0,78,45,1
20,22,0,40,83,0
20,54,0,58,65,1
20,20,0,83,40,1
20,26,0,62,62,0
20,56,0,57,65,1
20,10,0,91,32,1
20,92,0,60,63,1
20,60,0,44,79,1
20,16,0,61,62,0
20,150,0,49,74,1
20,112,0,57,66,1
20,84,0,67,56,1
20,42,0,45,79,0
20,30,0,69,53,0
20,58,0,77,49,1
20,28,0,67,56,1
20,104,0,42,82,1
20,46,0,49,73,0
20,16,0,84,40,1
20,26,0,46,78,0
20,26,0,69,55,1
20,28,0,66,57,1
20,14,0,70,54,1
20,44,0,75,48,0
20,36,0,75,50,0
20,26,0,58,66,1
20,88,0,49,73,1
20,16,0,77,48,1
20,52,0,65,58,0
20,12,0,65,58,1
20,24,0,67,57,1
20,12,0,68,55,1
20,16,0,74,51,1
20,24,0,58,67,1
20,14,0,54,70,0
20,28,0,61,63,0
20,24,0,65,58,0
20,48,0,83,41,0
20,18,0,46,77,0
20,26,0,97,26,1
20,100,0,58,65,1
20,44,0,57,67,0
20,18,0,58,65,0
20,42,0,58,66,0
20,100,0,59,63,0
20,10,0,52,71,0
20,44,0,60,63,1
20,18,0,61,63,1
20,14,0,87,35,1
20,10,0,87,37,1
20,76,0,49,76,1
20,154,0,67,55,0
20,32,0,49,74,0
20,18,0,49,76,0
20,56,0,61,64,1
20,42,0,58,65,0
20,14,0,39,83,0
20,128,0,62,61,0
20,36,0,60,63,1
20,10,0,49,75,0
20,58,0,46,78,1
20,32,0,52,71,1
20,28,0,69,55,0
20,38,0,63,60,1
20,56,0,63,62,0
20,56,0,59,65,1
20,18,0,76,47,1
20,26,0,91,33,1
20,24,0,57,66,0
20,82,0,78,47,0
20,26,0,51,73,1
20,18,0,54,70,0
20,16,0,61,62,0
20,74,0,95,28,1
20,46,0,59,66,0
20,46,0,52,71,0
20,16,0,67,56,1
20,28,0,69,54,1
20,18,0,60,64,1
20,54,0,79,44,1
20,26,0,57,67,0
20,26,0,81,42,0
20,22,0,63,61,0
20,18,0,86,37,1
20,30,0,44,79,0
20,24,0,59,63,0
20,28,0,62,62,1
20,24,0,49,75,0
20,88,0,59,64,0
20,42,0,69,54,1
20,22,0,55,67,0
20,72,0,70,53,1
20,36,0,42,81,1
20,10,0,100,25,1
20,46,0,61,63,0
20,22,0,59,63,0
20,128,0,49,74,1
20,112,0,69,55,1
20,30,0,61,63,0
20,20,0,71,54,0
20,32,0,65,57,0
20,30,0,66,57,1
20,14,0,90,33,1
20,90,0,59,65,1
20,64,0,51,72,0
20,48,0,66,60,1
20,22,0,45,78,0
20,14,0,42,81,0
20,14,0,59,63,0
20,68,0,58,65,0
20,28,0,79,44,1
20,12,0,20,103,0
20,44,0,69,54,1
20,32,0,64,60,0
20,72,0,52,71,1
20,16,0,29,94,0
20,26,0,51,74,0
20,32,0,52,71,0
20,14,0,35,89,0
20,76,0,65,59,0
20,18,0,57,67,1
20,16,0,33,91,0
20,18,0,70,53,1
20,16,0,78,45,1
20,14,0,40,84,0
20,24,0,73,50,1
20,118,0,74,49,0
20,44,0,64,61,1
20,38,0,65,57,1
20,18,0,77,45,1
20,30,0,71,52,1
20,58,0,49,74,1
20,16,0,29,93,0
20,56,0,62,61,0
20,24,0,83,40,1
20,34,0,50,74,1
20,82,0,73,51,1
20,62,0,67,58,1
20,20,0,76,48,1
20,46,0,63,60,0
20,28,0,48,75,0
20,26,0,62,61,1
20,64,0,66,57,0
20,18,0,39,85,0
20,34,0,55,68,0
20,28,0,67,57,0
20,22,0,57,66,0
20,26,0,57,66,0
20,32,0,92,32,1
20,98,0,65,57,0
20,54,0,65,58,0
20,18,0,52,73,0
20,36,0,57,67,1
20,36,0,56,67,0
20,20,0,48,76,0
20,44,0,47,77,0
20,30,0,51,72,0
20,30,0,67,56,1
20,14,0,37,85,0
20,30,0,61,63,1
20,14,0,57,65,0
20,40,0,76,48,1
20,20,0,87,36,1
20,16,0,49,75,0
20,40,0,60,65,1
20,80,0,61,64,1
20,56,0,59,64,1
20,30,0,65,58,0
20,116,0,52,71,0
20,40,0,44,80,1
20,40,0,66,57,1
20,28,0,45,77,1
20,34,0,59,64,1
20,18,0,31,93,0
20,40,0,56,68,1
20,76,0,67,55,0
20,64,0,66,58,0
20,12,0,67,55,1
20,118,0,50,74,0
20,18,0,45,77,0
20,54,0,79,44,1
20,30,0,59,65,0
20,50,0,46,78,0
20,20,0,65,57,0
20,10,0,37,87,0
20,10,0,97,28,1
20,48,0,67,58,1
20,18,0,48,75,0
20,10,0,40,83,0
20,74,0,37,86,1
20,52,0,77,45,1
20,22,0,79,44,1
20,24,0,57,67,1
20,14,0,36,87,0
20,72,0,72,51,0
20,18,0,62,61,1
20,20,0,53,69,0
20,28,0,49,73,1
20,16,0,57,66,1
20,22,0,58,65,1
20,20,0,55,67,0
20,128,0,67,56,1
20,14,0,29,94,0
20,38,0,68,55,0
20,16,0,83,41,1
20,76,0,58,66,0
20,14,0,80,44,1
20,36,0,69,53,1
20,40,0,70,53,0
20,18,0,54,70,0
20,50,0,57,67,0
20,36,0,53,71,0
20,46,0,51,74,0
20,24,0,65,58,0
20,14,0,38,87,0
20,18,0,69,53,1
20,60,0,69,54,0
20,44,0,73,52,0
20,12,0,83,40,1
20,24,0,49,73,0
20,24,0,85,38,1
20,18,0,61,61,1
20,34,0,45,78,0
20,16,0,59,63,0
20,74,0,69,55,1
20,10,0,36,87,0
20,16,0,41,82,0
20,32,0,28,95,0
20,12,0,41,82,0
20,22,0,75,47,1
20,26,0,81,42,1
20,12,0,65,58,1
20,12,0,41,83,0
20,22,0,78,45,1
20,18,0,83,40,1
20,36,0,67,57,1
20,14,0,55,69,0
20,22,0,81,41,1
20,16,0,51,74,0
20,32,0,71,52,1
20,54,0,47,77,1
20,80,0,58,68,0
20,54,0,78,45,0
20,16,0,42,82,0
20,30,0,52,71,0
20,24,0,60,64,1
20,24,0,54,70,1
20,22,0,79,45,1
20,30,0,85,38,1
20,56,0,53,69,1
20,20,0,77,46,1
20,40,0,83,40,1
20,52,0,68,55,1
20,44,0,57,67,1
20,58,0,30,93,1
20,24,0,71,54,1
20,10,0,52,71,0
20,56,0,78,45,0
20,84,0,74,49,1
20,20,0,67,56,1
20,18,0,58,65,0
20,46,0,64,59,1
20,48,0,38,85,0
20,32,0,74,50,1
20,32,0,71,54,1
20,24,0,58,67,1
20,50,0,43,79,0
20,30,0,47,76,0
20,20,0,76,48,1
20,56,0,67,58,0
20,50,0,54,70,0
20,14,0,79,44,1
20,16,0,53,69,0
20,78,0,56,67,0
20,58,0,63,60,1
20,18,0,50,73,0
20,72,0,72,52,1
20,36,0,80,45,1
20,120,0,85,40,0
20,62,0,68,57,0
20,12,0,65,57,0
20,18,0,81,42,1
20,16,0,30,93,0
20,26,0,37,85,0
20,42,0,71,51,1
20,18,0,74,49,0
20,24,0,68,55,1
20,22,0,69,55,1
20,20,0,80,44,1
20,14,0,63,61,1
20,64,0,69,55,0
20,64,0,79,44,1
20,20,0,82,42,1
20,24,0,33,91,0
20,18,0,60,63,0
20,26,0,46,77,1
20,62,0,54,70,1
20,14,0,50,73,0
20,20,0,73,51,0
20,82,0,81,43,0
20,24,0,50,74,0
20,14,0,51,73,0
20,18,0,50,74,0
20,24,0,70,53,0
20,18,0,61,62,1
20,28,0,55,70,1
20,44,0,67,57,0
20,26,0,73,49,1
20,36,0,45,79,0
20,60,0,63,61,1
20,26,0,67,55,0
20,64,0,75,50,0
20,62,0,60,64,1
20,108,0,71,51,0
20,54,0,53,69,0
20,18,0,70,54,1
20,14,0,52,72,0
20,30,0,81,43,1
20,12,0,39,83,0
20,56,0,55,68,0
20,28,0,40,85,0
20,38,0,58,65,0
20,18,0,61,61,0
20,16,0,33,91,0
20,54,0,61,61,0
20,42,0,50,73,0
20,52,0,70,53,1
20,24,0,55,69,1
20,90,0,65,60,0
20,36,0,61,62,0
20,40,0,55,68,0
20,48,0,60,64,0
20,12,0,81,42,1
20,18,0,58,65,0
20,44,0,55,69,0
20,84,0,63,62,0
20,40,0,77,46,1
20,16,0,78,46,1
20,12,0,45,77,0
20,20,0,76,48,1
20,30,0,59,66,1
20,38,0,64,59,1
20,32,0,74,49,1
20,20,0,58,66,1
20,16,0,57,66,0
20,22,0,55,67,0
20,28,0,69,53,1
20,32,0,46,78,0
20,20,0,54,71,1
20,28,0,49,73,0
20,74,0,62,62,0
20,24,0,58,65,0
20,46,0,53,71,1
20,42,0,66,57,1
20,22,0,73,51,0
20,36,0,72,52,1
20,14,0,52,71,0
20,12,0,40,83,0
20,50,0,55,67,0
20,10,0,67,57,1
20,22,0,53,70,1
20,16,0,31,92,0
20,94,0,67,55,1
20,18,0,71,53,1
20,34,0,59,64,0
20,52,0,64,59,1
20,24,0,49,75,0
20,18,0,54,70,1
20,14,0,57,66,0
20,24,0,71,51,0
20,68,0,48,76,0
20,12,0,68,56,1
20,18,0,91,32,1
20,68,0,43,79,1
20,14,0,82,42,1
20,18,0,68,56,1
20,38,0,49,73,0
20,22,0,46,78,0
20,22,0,86,37,1
20,44,0,52,71,1
20,104,0,49,74,0
20,36,0,83,40,0
20,58,0,75,49,0
20,54,0,41,82,1
20,18,0,75,50,1
20,14,0,65,57,1
20,20,0,48,75,0
20,26,0,59,66,0
20,42,0,73,49,1
20,58,0,49,73,0
20,14,0,48,77,0
20,20,0,47,76,1
20,34,0,79,44,0
20,18,0,49,73,1
20,52,0,68,56,0
20,36,0,62,63,1
20,24,0,69,56,0
20,10,0,101,22,1
20,40,0,79,43,1
20,68,0,41,81,0
20,20,0,55,68,0
20,46,0,69,55,0
20,28,0,53,69,0
20,40,0,58,67,0
20,16,0,57,65,0
20,28,0,54,69,0
20,12,0,77,45,1
20,14,0,44,79,0
20,24,0,61,63,0
20,32,0,74,50,1
20,66,0,46,77,0
20,22,0,36,87,0
20,48,0,54,69,0
20,16,0,91,32,1
20,12,0,68,56,1
20,10,0,45,79,0
20,24,0,95,28,1
20,16,0,66,57,1
20,66,0,39,85,0
20,60,0,79,45,0
20,22,0,46,77,0
20,28,0,80,44,1
20,14,0,23,101,0
20,12,0,35,87,0
20,40,0,51,72,1
20,26,0,67,58,0
20,42,0,74,50,0
20,28,0,41,83,0
20,30,0,79,46,0
20,32,0,59,65,1
20,30,0,61,63,0
20,24,0,67,56,0
20,16,0,64,60,1
20,40,0,65,57,0
20,30,0,52,73,0
20,34,0,52,71,0
20,12,0,91,32,1
20,48,0,62,62,1
20,22,0,65,60,1
20,36,0,45,79,0
20,14,0,77,45,1
20,46,0,61,61,1
20,10,0,29,95,0
20,38,0,42,81,0
20,18,0,73,49,1
20,24,0,79,44,1
20,22,0,65,58,0
20,28,0,71,52,0
20,22,0,87,38,1
20,18,0,47,77,0
20,24,0,52,71,1
20,14,0,40,83,0
20,26,0,83,42,0
20,12,0,53,70,0
20,82,0,45,79,1
20,64,0,70,54,1
20,18,0,57,67,1
20,14,0,44,81,0
20,64,0,89,33,1
20,36,0,49,74,0
20,52,0,46,77,1
20,34,0,78,46,0
20,20,0,65,59,1
20,34,0,40,84,1
20,20,0,57,67,0
20,62,0,49,73,0
20,30,0,37,87,1
20,18,0,61,61,1
20,18,0,81,42,1
20,26,0,69,55,1
20,24,0,68,56,0
20,24,0,69,53,1
20,26,0,53,69,0
20,10,0,19,105,0
20,24,0,53,72,0
20,90,0,75,47,1
20,12,0,73,50,1
20,16,0,73,49,1
20,34,0,81,43,1
20,44,0,84,40,0
20,16,0,49,75,0
20,28,0,75,47,1
20,50,0,69,55,1
20,46,0,75,48,0
20,40,0,77,46,1
20,22,0,67,56,0
20,12,0,81,41,1
20,30,0,61,62,0
20,22,0,70,53,1
20,86,0,52,71,0
20,42,0,58,67,0
20,20,0,50,74,0
20,24,0,62,61,0
20,18,0,79,44,1
20,16,0,78,46,1
20,48,0,65,58,0
20,24,0,64,59,1
20,48,0,55,67,0
20,70,0,54,69,1
20,32,0,58,65,0
20,52,0,67,55,1
20,76,0,53,70,0
20,34,0,62,61,1
20,20,0,65,58,1
20,14,0,67,55,1
20,52,0,55,70,1
20,80,0,80,44,0
20,16,0,59,64,0
20,62,0,63,60,1
20,18,0,59,65,0
20,48,0,49,75,1
20,24,0,79,44,1
20,20,0,56,68,0
20,108,0,36,89,1
20,152,0,30,93,1
20,20,0,29,96,0
20,42,0,79,46,0
20,14,0,65,58,1
20,42,0,69,53,0
20,44,0,48,75,0
20,32,0,79,45,1
20,20,0,72,52,1
20,40,0,51,71,1
20,68,0,72,51,0
20,26,0,55,70,0
20,36,0,51,71,1
20,30,0,53,69,0
20,58,0,62,62,1
20,68,0,44,79,0
20,74,0,82,41,1
20,142,0,53,69,1
20,42,0,53,71,0
20,16,0,87,36,1
20,18,0,54,70,0
20,22,0,55,69,1
20,42,0,65,58,1
20,40,0,47,77,0
20,30,0,57,65,1
20,24,0,61,62,0
20,28,0,49,74,0
20,22,0,66,60,0
20,30,0,43,81,1
20,16,0,30,94,0
20,46,0,74,49,0
20,46,0,45,77,1
20,82,0,77,46,0
20,38,0,65,57,0
20,50,0,70,54,0
20,16,0,37,87,0
20,22,0,44,79,0
20,18,0,87,36,1
20,48,0,48,76,1
20,34,0,73,51,1
20,20,0,90,34,1
20,188,0,63,61,1
20,32,0,66,57,0
20,80,0,57,65,0
20,14,0,50,73,0
20,36,0,54,71,1
20,14,0,81,42,1
20,38,0,69,53,1
20,14,0,66,57,0
20,14,0,65,58,1
20,24,0,47,76,0
20,24,0,73,50,1
20,20,0,103,20,1
20,10,0,69,53,0
20,20,0,59,64,1
20,46,0,47,75,0
20,26,0,61,62,0
20,54,0,63,61,1
20,60,0,52,71,1
20,48,0,75,47,0
20,20,0,63,60,0
20,80,0,44,79,1
20,36,0,87,36,1
20,16,0,53,71,0
20,16,0,84,39,1
20,14,0,54,69,0
20,12,0,41,81,0
20,24,0,45,79,0
20,32,0,41,82,0
20,14,0,70,53,1
20,12,0,86,38,1
20,66,0,45,79,0
20,58,0,80,45,0
20,10,0,36,87,0
20,44,0,61,61,0
20,34,0,73,49,0
20,12,0,41,81,0
20,32,0,62,62,1
20,36,0,70,54,1
20,70,0,54,69,0
20,44,0,57,67,0
20,48,0,61,62,1
20,32,0,43,79,0
20,12,0,55,69,1
20,94,0,61,63,1
20,40,0,62,62,0
20,32,0,87,35,1
20,66,0,62,61,1
20,22,0,65,58,1
20,10,0,95,28,1
20,36,0,37,87,0
20,26,0,45,77,0
20,28,0,59,63,1
20,58,0,53,71,0
20,32,0,68,55,0
20,16,0,28,95,0
20,22,0,62,61,0
20,14,0,74,50,1
20,18,0,50,74,0
20,14,0,85,37,1
20,22,0,49,75,0
20,14,0,59,63,0
20,16,0,77,48,1
20,60,0,75,48,1
