Deck size,Moves,Variant,Rank1,Rank2,Winner
32,106,0,61,63,1
32,82,0,55,69,0
32,82,0,35,89,0
32,28,0,101,23,1
32,94,0,70,54,1
32,30,0,42,82,0
32,162,0,80,44,1
32,54,0,75,49,1
32,172,0,40,84,0
32,30,0,101,23,1
32,36,0,84,40,1
32,60,0,44,80,0
32,46,0,40,84,0
32,186,0,53,71,1
32,70,0,38,86,0
32,52,0,58,66,1
32,158,0,80,44,1
32,194,0,61,63,0
32,222,0,45,79,0
32,140,0,58,66,1
32,78,0,70,54,0
32,108,0,41,83,0
32,304,0,60,64,1
32,74,0,52,72,1
32,104,0,44,80,1
32,126,0,60,64,1
32,234,0,49,75,0
32,30,0,44,80,0
32,134,0,75,49,1
32,120,0,47,77,1
32,56,0,47,77,0
32,148,0,73,51,1
32,32,0,69,55,1
32,48,0,50,74,0
32,72,0,60,64,0
32,244,0,46,78,1
32,102,0,79,45,1
32,78,0,47,77,0
32,160,0,68,56,1
32,530,0,43,81,0
32,120,0,51,73,1
32,140,0,45,79,0
32,88,0,48,76,0
32,76,0,72,52,1
32,218,0,53,71,0
32,68,0,42,82,0
32,140,0,48,76,0
32,128,0,54,70,1
32,62,0,47,77,0
32,96,0,41,83,0
32,156,0,71,53,1
32,30,0,90,34,1
32,78,0,80,44,1
32,178,0,68,56,1
32,102,0,55,69,0
32,56,0,78,46,1
32,98,0,69,55,0
32,42,0,39,85,0
32,142,0,55,69,0
32,48,0,28,96,0
32,68,0,43,81,0
32,274,0,44,80,1
32,28,0,41,83,0
32,316,0,45,79,0
32,150,0,44,80,1
32,190,0,62,62,1
32,280,0,54,70,1
32,94,0,37,87,0
32,166,0,72,52,1
32,116,0,83,41,0
32,270,0,71,53,1
32,134,0,54,70,0
32,84,0,56,68,1
32,148,0,67,57,1
32,84,0,38,86,1
32,88,0,62,62,0
32,158,0,65,59,0
32,72,0,74,50,0
32,30,0,38,86,0
32,116,0,48,76,0
32,52,0,60,64,0
32,74,0,60,64,1
32,24,0,80,44,1
32,106,0,63,61,1
32,162,0,57,67,0
32,120,0,42,82,0
32,120,0,52,72,1
32,122,0,61,63,1
32,128,0,59,65,1
32,74,0,40,84,0
32,86,0,80,44,1
32,146,0,77,47,0
32,18,0,88,36,1
32,108,0,49,75,0
32,52,0,50,74,0
32,244,0,94,30,1
32,90,0,59,65,0
32,92,0,61,63,1
32,40,0,45,79,0
32,148,0,80,44,0
32,106,0,44,80,0
32,130,0,66,58,1
32,122,0,61,63,0
32,268,0,90,34,0
32,38,0,77,47,1
32,30,0,83,41,1
32,86,0,83,41,1
32,72,0,73,51,1
32,114,0,81,43,1
32,136,0,81,43,1
32,86,0,57,67,1
32,56,0,69,55,1
32,130,0,63,61,1
32,234,0,81,43,1
32,70,0,80,44,1
32,228,0,61,63,1
32,60,0,67,57,0
32,168,0,47,77,0
32,30,0,25,99,0
32,36,0,44,80,0
32,80,0,82,42,1
32,28,0,76,48,1
32,64,0,65,59,1
32,98,0,40,84,0
32,58,0,60,64,1
32,20,0,81,43,1
32,108,0,53,71,1
32,150,0,40,84,0
32,98,0,58,66,0
32,102,0,61,63,0
32,138,0,40,84,0
32,88,0,73,51,1
32,264,0,55,69,1
32,48,0,54,70,1
32,40,0,68,56,1
32,190,0,88,36,1
32,96,0,70,54,0
32,70,0,66,58,1
32,96,0,64,60,1
32,90,0,79,45,0
32,54,0,39,85,0
32,102,0,61,63,1
32,76,0,72,52,1
32,34,0,46,78,0
32,110,0,66,58,1
32,54,0,46,78,0
32,34,0,34,90,0
32,46,0,66,58,1
32,76,0,43,81,0
32,82,0,49,75,0
32,122,0,56,68,1
32,498,0,73,51,0
32,42,0,40,84,0
32,122,0,49,75,1
32,108,0,53,71,0
32,62,0,76,48,1
32,46,0,67,57,1
32,32,0,38,86,0
32,166,0,65,59,0
32,104,0,63,61,1
32,80,0,72,52,1
32,96,0,63,61,0
32,56,0,36,88,0
32,68,0,37,87,0
32,238,0,39,85,1
32,238,0,77,47,1
32,44,0,59,65,0
32,34,0,50,74,0
32,70,0,48,76,0
32,212,0,65,59,1
32,40,0,79,45,1
32,284,0,48,76,1
32,388,0,52,72,0
32,76,0,72,52,1
32,22,0,28,96,0
32,126,0,43,81,0
32,58,0,38,86,0
32,100,0,71,53,1
32,34,0,60,64,0
32,148,0,47,77,0
32,126,0,78,46,0
32,208,0,79,45,1
32,58,0,67,57,0
32,70,0,38,86,1
32,318,0,46,78,0
32,40,0,49,75,0
32,318,0,73,51,1
32,162,0,74,50,1
32,252,0,65,59,1
32,68,0,54,70,0
32,158,0,52,72,1
32,42,0,85,39,1
32,56,0,68,56,0
32,82,0,54,70,0
32,78,0,68,56,0
32,64,0,85,39,1
32,162,0,58,66,0
32,104,0,74,50,0
32,106,0,74,50,0
32,256,0,75,49,0
32,58,0,77,47,1
32,70,0,61,63,0
32,110,0,75,49,1
32,84,0,77,47,1
32,248,0,45,79,1
32,184,0,56,68,0
32,174,0,58,66,1
32,80,0,82,42,1
32,136,0,63,61,0
32,56,0,97,27,1
32,46,0,71,53,1
32,164,0,64,60,1
32,32,0,42,82,0
32,84,0,62,62,0
32,176,0,64,60,1
32,138,0,75,49,1
32,130,0,54,70,0
32,400,0,91,33,0
32,112,0,64,60,1
32,172,0,106,18,1
32,38,0,94,30,1
32,40,0,77,47,1
32,96,0,79,45,0
32,52,0,40,84,0
32,62,0,49,75,0
32,76,0,39,85,0
32,54,0,77,47,1
32,164,0,94,30,1
32,24,0,37,87,0
32,46,0,79,45,1
32,306,0,61,63,0
32,110,0,38,86,1
32,40,0,39,85,0
32,52,0,61,63,1
32,134,0,69,55,0
32,100,0,55,69,0
32,254,0,52,72,0
32,40,0,58,66,1
32,116,0,64,60,0
32,96,0,87,37,1
32,156,0,62,62,1
32,82,0,59,65,0
32,104,0,57,67,1
32,252,0,45,79,1
32,242,0,65,59,0
32,56,0,52,72,0
32,220,0,65,59,1
32,100,0,74,50,0
32,46,0,60,64,1
32,110,0,71,53,1
32,110,0,48,76,0
32,156,0,67,57,0
32,78,0,60,64,0
32,104,0,73,51,1
32,98,0,81,43,0
32,26,0,37,87,0
32,70,0,67,57,0
32,34,0,49,75,0
32,48,0,53,71,0
32,38,0,36,88,0
32,196,0,50,74,0
32,400,0,71,53,0
32,142,0,63,61,1
32,184,0,70,54,1
32,32,0,91,33,1
32,44,0,52,72,0
32,42,0,56,68,1
32,292,0,68,56,0
32,104,0,33,91,0
32,76,0,51,73,1
32,44,0,57,67,0
32,414,0,59,65,0
32,74,0,65,59,0
32,54,0,93,31,1
32,318,0,52,72,0
32,200,0,56,68,0
32,50,0,56,68,0
32,36,0,29,95,0
32,98,0,68,56,1
32,28,0,36,88,0
32,162,0,50,74,0
32,66,0,37,87,0
32,172,0,60,64,0
32,72,0,51,73,1
32,96,0,60,64,1
32,24,0,43,81,0
32,78,0,69,55,1
32,38,0,91,33,1
32,176,0,65,59,0
32,98,0,53,71,0
32,30,0,80,44,1
32,154,0,65,59,0
32,64,0,64,60,0
32,72,0,46,78,0
32,68,0,56,68,1
32,242,0,67,57,1
32,88,0,83,41,1
32,88,0,64,60,0
32,206,0,65,59,1
32,26,0,30,94,0
32,54,0,86,38,1
32,68,0,77,47,1
32,188,0,49,75,1
32,108,0,49,75,0
32,66,0,57,67,0
32,432,0,61,63,0
32,42,0,58,66,0
32,40,0,66,58,1
32,112,0,60,64,1
32,86,0,84,40,1
32,124,0,76,48,0
32,160,0,57,67,0
32,40,0,80,44,1
32,52,0,61,63,1
32,24,0,52,72,0
32,56,0,67,57,1
32,96,0,41,83,1
32,90,0,55,69,0
32,118,0,56,68,1
32,100,0,67,57,1
32,62,0,52,72,0
32,90,0,48,76,1
32,158,0,31,93,1
32,144,0,52,72,0
32,70,0,81,43,1
32,76,0,63,61,1
32,90,0,90,34,1
32,56,0,53,71,0
32,42,0,40,84,0
32,26,0,26,98,0
32,58,0,44,80,1
32,210,0,59,65,1
32,70,0,36,88,0
32,184,0,47,77,1
32,88,0,72,52,0
32,28,0,85,39,1
32,126,0,81,43,0
32,136,0,74,50,1
32,42,0,77,47,1
32,36,0,89,35,1
32,46,0,72,52,1
32,102,0,67,57,0
32,138,0,60,64,1
32,64,0,68,56,0
32,42,0,39,85,0
32,130,0,59,65,1
32,66,0,56,68,0
32,124,0,63,61,1
32,128,0,51,73,0
32,90,0,63,61,0
32,108,0,69,55,1
32,252,0,49,75,0
32,106,0,45,79,0
32,62,0,70,54,1
32,46,0,54,70,0
32,176,0,55,69,0
32,52,0,79,45,1
32,132,0,62,62,1
32,32,0,89,35,1
32,182,0,59,65,0
32,100,0,71,53,1
32,76,0,59,65,1
32,102,0,43,81,0
32,72,0,75,49,0
32,104,0,51,73,1
32,318,0,59,65,0
32,50,0,69,55,0
32,94,0,62,62,1
32,148,0,58,66,0
32,240,0,62,62,0
32,58,0,60,64,0
32,110,0,50,74,0
32,46,0,45,79,0
32,82,0,56,68,0
32,46,0,76,48,1
32,136,0,56,68,1
32,94,0,79,45,1
32,154,0,38,86,0
32,74,0,70,54,1
32,64,0,54,70,0
32,74,0,58,66,1
32,100,0,62,62,0
32,96,0,47,77,0
32,244,0,26,98,1
32,172,0,61,63,1
32,132,0,63,61,1
32,34,0,61,63,1
32,86,0,76,48,1
32,106,0,65,59,1
32,106,0,70,54,0
32,178,0,68,56,1
32,162,0,55,69,0
32,116,0,45,79,0
32,142,0,50,74,0
32,234,0,64,60,0
32,130,0,46,78,1
32,114,0,61,63,1
32,60,0,48,76,0
32,74,0,65,59,0
32,114,0,62,62,1
32,110,0,63,61,0
32,28,0,51,73,0
32,108,0,64,60,1
32,32,0,68,56,1
32,104,0,60,64,0
32,80,0,57,67,0
32,138,0,65,59,1
32,40,0,54,70,0
32,108,0,53,71,1
32,32,0,25,99,0
32,74,0,45,79,1
32,80,0,65,59,0
32,102,0,51,73,1
32,94,0,81,43,1
32,172,0,47,77,1
32,178,0,77,47,1
32,162,0,67,57,0
32,100,0,61,63,1
32,158,0,49,75,1
32,66,0,63,61,0
32,556,0,80,44,1
32,60,0,59,65,1
32,152,0,78,46,1
32,26,0,96,28,1
32,78,0,88,36,1
32,134,0,52,72,1
32,52,0,58,66,0
32,34,0,63,61,0
32,288,0,74,50,0
32,64,0,66,58,1
32,84,0,62,62,0
32,34,0,87,37,1
32,56,0,67,57,1
32,76,0,88,36,1
32,76,0,62,62,0
32,122,0,66,58,1
32,220,0,68,56,0
32,78,0,51,73,1
32,46,0,53,71,0
32,114,0,59,65,1
32,266,0,60,64,0
32,214,0,53,71,1
32,62,0,65,59,1
32,18,0,71,53,1
32,44,0,88,36,1
32,78,0,92,32,1
32,44,0,38,86,0
32,260,0,74,50,1
32,90,0,36,88,0
32,54,0,76,48,1
32,154,0,73,51,1
32,360,0,42,82,0
32,398,0,69,55,0
32,46,0,80,44,1
32,24,0,74,50,1
32,94,0,56,68,0
32,60,0,63,61,0
32,78,0,65,59,1
32,130,0,41,83,0
32,130,0,55,69,0
32,38,0,40,84,0
32,48,0,50,74,0
32,458,0,55,69,0
32,78,0,62,62,0
32,138,0,58,66,0
32,128,0,46,78,0
32,114,0,58,66,1
32,78,0,69,55,0
32,78,0,77,47,1
32,84,0,79,45,1
32,76,0,60,64,1
32,88,0,53,71,1
32,32,0,80,44,1
32,30,0,37,87,0
32,50,0,55,69,1
32,78,0,80,44,1
32,36,0,46,78,0
32,402,0,73,51,0
32,164,0,61,63,0
32,64,0,53,71,0
32,82,0,92,32,1
32,94,0,62,62,1
32,116,0,62,62,1
32,206,0,88,36,1
32,108,0,77,47,0
32,118,0,47,77,1
32,100,0,80,44,1
32,50,0,75,49,1
32,286,0,45,79,0
32,28,0,57,67,1
32,72,0,66,58,0
32,204,0,62,62,0
32,70,0,53,71,0
32,84,0,77,47,1
32,132,0,86,38,1
32,80,0,58,66,0
32,100,0,79,45,1
32,52,0,63,61,1
32,148,0,74,50,1
32,90,0,32,92,0
32,238,0,60,64,0
32,286,0,59,65,0
32,126,0,65,59,0
32,148,0,42,82,1
32,134,0,73,51,0
32,44,0,58,66,0
32,68,0,65,59,1
32,164,0,53,71,1
32,198,0,75,49,0
32,318,0,41,83,1
32,52,0,73,51,1
32,74,0,79,45,1
32,40,0,84,40,1
32,48,0,72,52,1
32,148,0,63,61,0
32,62,0,72,52,1
32,222,0,68,56,1
32,20,0,59,65,0
32,156,0,64,60,0
32,78,0,48,76,0
32,34,0,58,66,0
32,224,0,67,57,0
32,158,0,62,62,0
32,50,0,62,62,0
32,132,0,68,56,0
32,80,0,36,88,1
32,72,0,80,44,1
32,162,0,56,68,1
32,180,0,65,59,0
32,234,0,59,65,1
32,70,0,50,74,0
32,50,0,40,84,0
32,48,0,47,77,0
32,78,0,58,66,1
32,72,0,70,54,1
32,38,0,83,41,1
32,44,0,71,53,0
32,46,0,47,77,0
32,70,0,59,65,0
32,182,0,59,65,0
32,150,0,64,60,0
32,34,0,82,42,1
32,84,0,47,77,0
32,112,0,51,73,1
32,162,0,40,84,1
32,30,0,25,99,0
32,320,0,48,76,1
32,218,0,53,71,0
32,276,0,66,58,0
32,262,0,65,59,0
32,110,0,52,72,1
32,24,0,27,97,0
32,110,0,75,49,0
32,38,0,71,53,1
32,30,0,48,76,0
32,128,0,50,74,1
32,32,0,47,77,0
32,122,0,66,58,1
32,60,0,90,34,1
32,54,0,79,45,1
32,42,0,46,78,0
32,56,0,75,49,1
32,56,0,40,84,0
32,220,0,74,50,1
32,72,0,56,68,1
32,34,0,91,33,1
32,60,0,62,62,1
32,58,0,55,69,0
32,126,0,35,89,0
32,74,0,54,70,1
32,194,0,42,82,0
32,142,0,70,54,1
32,106,0,63,61,1
32,192,0,50,74,0
32,278,0,39,85,0
32,72,0,77,47,1
32,38,0,42,82,0
32,90,0,67,57,0
32,38,0,32,92,0
32,108,0,79,45,1
32,160,0,70,54,1
32,68,0,57,67,0
32,74,0,63,61,1
32,28,0,99,25,1
32,230,0,59,65,1
32,64,0,41,83,0
32,22,0,90,34,1
32,68,0,38,86,0
32,88,0,55,69,1
32,92,0,64,60,0
32,406,0,71,53,0
32,52,0,75,49,1
32,72,0,54,70,0
32,104,0,58,66,1
32,70,0,75,49,1
32,22,0,44,80,0
32,260,0,62,62,0
32,156,0,76,48,1
32,198,0,66,58,0
32,70,0,72,52,0
32,68,0,72,52,1
32,106,0,63,61,0
32,64,0,64,60,1
32,56,0,28,96,0
32,64,0,67,57,0
32,48,0,65,59,0
32,66,0,57,67,0
32,68,0,100,24,1
32,134,0,64,60,1
32,120,0,61,63,0
32,156,0,69,55,0
32,218,0,71,53,1
32,94,0,65,59,1
32,132,0,55,69,1
32,78,0,67,57,1
32,40,0,71,53,1
32,250,0,72,52,1
32,50,0,86,38,1
32,82,0,53,71,1
32,126,0,79,45,1
32,50,0,57,67,1
32,170,0,71,53,1
32,254,0,63,61,0
32,26,0,44,80,0
32,72,0,58,66,0
32,88,0,62,62,0
32,24,0,74,50,1
32,60,0,60,64,1
32,160,0,65,59,0
32,152,0,77,47,0
32,48,0,37,87,0
32,112,0,50,74,0
32,72,0,66,58,1
32,34,0,60,64,0
32,218,0,52,72,0
32,22,0,103,21,1
32,60,0,77,47,1
32,70,0,67,57,1
32,164,0,65,59,0
32,328,0,76,48,0
32,48,0,67,57,0
32,36,0,81,43,1
32,66,0,70,54,1
32,48,0,70,54,1
32,90,0,78,46,1
32,74,0,43,81,0
32,84,0,55,69,0
32,98,0,70,54,0
32,38,0,49,75,1
32,110,0,67,57,0
32,138,0,70,54,0
32,138,0,60,64,0
32,284,0,66,58,1
32,104,0,76,48,0
32,120,0,49,75,1
32,42,0,69,55,1
32,160,0,61,63,0
32,100,0,66,58,1
32,216,0,57,67,1
32,66,0,60,64,0
32,46,0,95,29,1
32,124,0,73,51,1
32,74,0,65,59,0
32,110,0,60,64,0
32,34,0,78,46,1
32,124,0,82,42,1
32,48,0,64,60,0
32,98,0,80,44,1
32,22,0,98,26,1
32,82,0,82,42,1
32,130,0,55,69,1
32,216,0,42,82,0
32,72,0,50,74,0
32,102,0,70,54,1
32,54,0,67,57,1
32,134,0,75,49,1
32,102,0,63,61,0
32,226,0,57,67,1
32,82,0,42,82,0
32,52,0,62,62,1
32,138,0,58,66,0
32,56,0,39,85,0
32,306,0,60,64,0
32,276,0,50,74,0
32,114,0,35,89,0
32,88,0,60,64,1
32,110,0,66,58,0
32,162,0,62,62,1
32,106,0,44,80,1
32,48,0,48,76,0
32,62,0,68,56,1
32,160,0,59,65,1
32,118,0,73,51,1
32,226,0,47,77,0
32,44,0,72,52,0
32,106,0,69,55,0
32,80,0,49,75,0
32,136,0,73,51,0
32,76,0,69,55,1
32,76,0,74,50,1
32,78,0,76,48,0
32,226,0,77,47,0
32,40,0,42,82,0
32,118,0,76,48,0
32,102,0,75,49,1
32,220,0,53,71,1
32,182,0,75,49,1
32,38,0,49,75,0
32,28,0,45,79,0
32,28,0,30,94,0
32,88,0,77,47,1
32,98,0,55,69,1
32,50,0,47,77,0
32,52,0,59,65,0
32,242,0,64,60,0
32,160,0,54,70,0
32,138,0,62,62,1
32,32,0,96,28,1
32,192,0,55,69,1
32,36,0,82,42,1
32,34,0,80,44,1
32,346,0,65,59,1
32,24,0,102,22,1
32,248,0,65,59,0
32,208,0,61,63,1
32,232,0,52,72,0
32,298,0,64,60,1
32,32,0,40,84,0
32,142,0,38,86,1
32,298,0,46,78,1
32,44,0,73,51,1
32,110,0,61,63,1
32,30,0,91,33,1
32,102,0,70,54,0
32,310,0,63,61,1
32,110,0,73,51,1
32,118,0,43,81,1
32,30,0,97,27,1
32,200,0,51,73,1
32,46,0,53,71,0
32,46,0,62,62,1
32,50,0,77,47,1
32,86,0,69,55,1
32,34,0,72,52,1
32,136,0,60,64,0
32,284,0,52,72,1
32,50,0,44,80,0
32,390,0,66,58,1
32,74,0,68,56,0
32,120,0,65,59,0
32,196,0,60,64,1
32,44,0,59,65,1
32,54,0,49,75,0
32,42,0,43,81,0
32,218,0,70,54,1
32,156,0,85,39,1
32,196,0,58,66,0
32,270,0,69,55,1
32,56,0,55,69,1
32,80,0,83,41,1
32,86,0,68,56,1
32,26,0,88,36,1
32,62,0,91,33,1
32,48,0,79,45,1
32,84,0,78,46,0
32,34,0,79,45,1
32,70,0,79,45,1
32,220,0,100,24,0
32,36,0,50,74,0
32,172,0,68,56,0
32,64,0,61,63,1
32,166,0,88,36,1
32,36,0,45,79,0
32,48,0,67,57,1
32,48,0,41,83,0
32,66,0,47,77,0
32,64,0,65,59,1
32,64,0,57,67,1
32,66,0,58,66,0
32,42,0,85,39,1
32,86,0,85,39,1
32,126,0,77,47,1
32,120,0,67,57,0
32,144,0,70,54,0
32,132,0,46,78,1
32,70,0,38,86,0
32,152,0,76,48,1
32,54,0,65,59,0
32,40,0,61,63,1
32,64,0,30,94,0
32,72,0,89,35,1
32,74,0,80,44,1
32,170,0,71,53,1
32,146,0,73,51,1
32,44,0,61,63,0
32,102,0,47,77,0
32,110,0,58,66,0
32,116,0,64,60,0
32,44,0,46,78,0
32,76,0,68,56,0
32,58,0,63,61,0
32,48,0,57,67,0
32,58,0,89,35,1
32,40,0,51,73,0
32,52,0,48,76,0
32,88,0,54,70,1
32,140,0,45,79,1
32,106,0,60,64,1
32,114,0,57,67,0
32,74,0,62,62,1
32,188,0,65,59,1
32,66,0,51,73,1
32,28,0,84,40,1
32,68,0,61,63,0
32,196,0,47,77,1
32,166,0,49,75,1
32,78,0,76,48,1
32,310,0,56,68,1
32,42,0,77,47,1
32,238,0,71,53,0
32,88,0,47,77,0
32,156,0,68,56,1
32,536,0,42,82,0
32,56,0,61,63,1
32,170,0,69,55,1
32,22,0,28,96,0
32,144,0,56,68,1
32,96,0,59,65,1
32,42,0,48,76,0
32,44,0,58,66,1
32,38,0,79,45,1
32,302,0,51,73,0
32,42,0,50,74,0
32,36,0,45,79,0
32,66,0,81,43,0
32,42,0,87,37,1
32,178,0,74,50,0
32,106,0,64,60,1
32,248,0,51,73,0
32,50,0,48,76,0
32,72,0,64,60,0
32,160,0,52,72,1
32,114,0,60,64,0
32,216,0,68,56,0
32,252,0,59,65,0
32,48,0,57,67,0
32,136,0,60,64,1
32,40,0,89,35,1
32,80,0,77,47,1
32,190,0,85,39,1
32,266,0,58,66,0
32,132,0,50,74,0
32,88,0,86,38,1
32,24,0,85,39,1
32,100,0,60,64,0
32,90,0,53,71,1
32,24,0,31,93,0
32,126,0,36,88,0
32,26,0,42,82,0
32,170,0,72,52,1
32,366,0,49,75,1
32,26,0,30,94,0
32,108,0,44,80,0
32,142,0,79,45,0
32,24,0,85,39,1
32,104,0,59,65,0
32,206,0,36,88,0
32,26,0,54,70,0
32,160,0,53,71,1
32,140,0,83,41,0
32,40,0,45,79,0
32,50,0,46,78,0
32,146,0,39,85,1
32,162,0,70,54,1
32,68,0,51,73,0
32,144,0,52,72,1
32,128,0,56,68,1
32,146,0,68,56,0
32,126,0,60,64,0
32,140,0,44,80,1
32,214,0,74,50,0
32,124,0,63,61,0
32,128,0,68,56,0
32,82,0,53,71,0
32,78,0,41,83,1
32,44,0,43,81,0
32,134,0,58,66,0
32,62,0,55,69,0
32,94,0,54,70,1
32,148,0,71,53,0
32,110,0,76,48,1
32,106,0,39,85,0
32,56,0,81,43,1
32,60,0,73,51,1
32,54,0,56,68,0
32,214,0,68,56,0
32,56,0,33,91,0
32,106,0,60,64,0
32,154,0,75,49,1
32,166,0,73,51,0
32,330,0,55,69,0
32,20,0,54,70,0
32,250,0,41,83,1
32,76,0,59,65,1
32,120,0,57,67,1
32,54,0,53,71,0
32,36,0,39,85,0
32,154,0,69,55,1
32,322,0,50,74,1
32,138,0,59,65,1
32,62,0,62,62,1
32,46,0,60,64,0
32,110,0,58,66,1
32,120,0,64,60,1
32,174,0,53,71,1
32,20,0,67,57,1
32,194,0,69,55,0
32,180,0,58,66,0
32,54,0,79,45,1
32,64,0,59,65,0
32,106,0,51,73,1
32,26,0,97,27,1
32,150,0,64,60,1
32,30,0,44,80,0
32,64,0,52,72,0
32,122,0,72,52,0
32,124,0,82,42,0
32,60,0,53,71,0
32,38,0,71,53,1
32,78,0,74,50,1
32,56,0,57,67,0
32,42,0,84,40,1
32,132,0,69,55,1
32,178,0,71,53,1
32,80,0,71,53,0
32,88,0,65,59,1
32,62,0,61,63,1
32,46,0,45,79,0
32,62,0,64,60,1
32,218,0,45,79,1
32,138,0,50,74,1
32,36,0,36,88,0
32,68,0,74,50,0
32,40,0,76,48,1
32,50,0,37,87,0
32,36,0,98,26,1
32,190,0,54,70,0
32,78,0,52,72,1
32,330,0,43,81,0
32,444,0,54,70,1
32,44,0,47,77,0
32,188,0,70,54,1
32,94,0,90,34,1
32,198,0,75,49,1
32,100,0,36,88,0
32,48,0,74,50,1
32,70,0,66,58,0
32,180,0,87,37,0
32,44,0,40,84,0
32,168,0,60,64,1
32,40,0,55,69,0
32,88,0,67,57,0
32,60,0,53,71,0
32,36,0,64,60,1
32,34,0,85,39,1
32,28,0,70,54,1
32,88,0,53,71,0
32,168,0,55,69,0
32,278,0,97,27,1
32,88,0,84,40,0
32,148,0,59,65,0
32,44,0,69,55,1
32,44,0,70,54,1
32,410,0,70,54,1
32,42,0,40,84,0
32,274,0,49,75,1
32,152,0,53,71,1
32,30,0,69,55,1
32,226,0,35,89,0
32,344,0,58,66,1
32,150,0,61,63,0
32,44,0,89,35,1
32,134,0,52,72,0
32,170,0,53,71,1
32,148,0,65,59,0
32,52,0,58,66,0
32,60,0,74,50,1
32,238,0,48,76,1
32,36,0,87,37,1
32,198,0,80,44,0
32,66,0,60,64,0
32,216,0,58,66,0
32,200,0,58,66,0
32,30,0,85,39,1
32,464,0,72,52,1
32,174,0,69,55,1
32,194,0,78,46,1
32,104,0,49,75,0
32,56,0,62,62,0
32,240,0,88,36,1
32,108,0,72,52,1
32,84,0,64,60,0
32,108,0,35,89,0
32,184,0,48,76,0
32,112,0,61,63,1
32,132,0,75,49,0
32,108,0,62,62,0
32,60,0,43,81,0
32,44,0,51,73,0
32,24,0,31,93,0
32,218,0,64,60,0
32,120,0,81,43,1
32,158,0,62,62,0
32,146,0,88,36,1
32,36,0,49,75,0
32,162,0,39,85,0
32,86,0,60,64,1
32,158,0,59,65,0
32,46,0,52,72,0
32,172,0,57,67,1
32,86,0,63,61,0
32,20,0,90,34,1
32,158,0,74,50,1
32,184,0,45,79,0
32,160,0,78,46,1
32,34,0,39,85,0
32,46,0,75,49,1
32,90,0,54,70,1
32,58,0,48,76,0
32,118,0,71,53,0
32,230,0,57,67,1
32,40,0,49,75,0
32,92,0,62,62,1
32,212,0,69,55,0
32,62,0,62,62,0
32,296,0,77,47,1
32,46,0,60,64,0
32,48,0,28,96,0
32,142,0,68,56,0
32,52,0,51,73,0
32,110,0,59,65,0
32,72,0,60,64,0
32,80,0,82,42,0
32,150,0,65,59,0
32,92,0,69,55,0
32,30,0,90,34,1
32,208,0,54,70,0
32,94,0,68,56,0
32,60,0,62,62,0
32,34,0,66,58,1
32,50,0,45,79,0
32,74,0,59,65,0
32,106,0,81,43,1
32,292,0,71,53,0
32,126,0,53,71,0
32,148,0,54,70,1
32,60,0,53,71,0
32,244,0,57,67,1
32,60,0,40,84,0
32,162,0,73,51,1
32,64,0,70,54,1
32,36,0,43,81,0
32,48,0,69,55,1
32,124,0,65,59,1
32,90,0,75,49,0
32,342,0,67,57,0
32,48,0,71,53,1
32,122,0,84,40,1
32,132,0,74,50,0
32,76,0,53,71,1
32,378,0,69,55,1
32,298,0,62,62,1
32,94,0,39,85,0
32,60,0,63,61,1
32,64,0,34,90,0
32,174,0,67,57,1
32,174,0,74,50,0
32,158,0,41,83,0
32,112,0,67,57,1
32,40,0,67,57,0
32,36,0,80,44,1
32,74,0,43,81,0
32,32,0,49,75,0
32,42,0,76,48,1
32,138,0,67,57,0
32,544,0,56,68,0
32,94,0,66,58,1
32,62,0,90,34,1
32,56,0,42,82,0
32,64,0,44,80,0
32,170,0,52,72,1
32,50,0,67,57,1
32,102,0,64,60,0
32,138,0,42,82,1
32,220,0,67,57,1
32,126,0,40,84,0
32,114,0,56,68,0
32,92,0,69,55,0
32,138,0,82,42,1
32,212,0,49,75,0
32,78,0,75,49,1
32,68,0,68,56,0
32,24,0,43,81,0
32,150,0,86,38,0
32,130,0,59,65,0
32,26,0,72,52,1
32,38,0,82,42,1
32,186,0,73,51,1
32,214,0,75,49,0
32,108,0,79,45,1
32,96,0,62,62,1
32,170,0,46,78,1
32,290,0,66,58,0
32,66,0,69,55,1
32,110,0,71,53,0
32,54,0,80,44,1
32,150,0,61,63,1
32,96,0,44,80,1
32,34,0,81,43,1
32,48,0,35,89,0
32,676,0,56,68,1
32,180,0,79,45,0
32,138,0,64,60,1
32,58,0,39,85,0
32,144,0,64,60,0
32,134,0,65,59,1
32,28,0,87,37,1
32,78,0,65,59,1
32,106,0,55,69,0
32,148,0,37,87,0
32,68,0,79,45,1
32,48,0,68,56,0
32,102,0,55,69,1
32,56,0,38,86,0
32,42,0,83,41,1
32,56,0,53,71,0
32,26,0,28,96,0
32,178,0,57,67,0
32,64,0,48,76,0
32,48,0,84,40,1
32,244,0,43,81,0
32,86,0,47,77,1
32,48,0,78,46,1
32,44,0,62,62,1
32,58,0,55,69,0
32,214,0,78,46,1
32,148,0,52,72,0
32,204,0,70,54,1
32,194,0,68,56,0
32,34,0,63,61,1
32,198,0,47,77,0
32,34,0,75,49,1
32,46,0,65,59,1
32,70,0,73,51,0
32,178,0,58,66,0
32,46,0,75,49,1
32,88,0,60,64,1
32,36,0,62,62,1
32,142,0,61,63,0
32,62,0,47,77,0
32,128,0,86,38,1
32,76,0,64,60,1
32,100,0,40,84,0
32,180,0,46,78,0
