Deck size,Moves,Variant,Rank1,Rank2,Winner
20,56,0,67,57,0
20,16,0,40,84,0
20,14,0,36,88,0
20,26,0,63,61,1
20,32,0,72,52,1
20,40,0,37,87,0
20,18,0,51,73,0
20,34,0,52,72,1
20,16,0,76,48,1
20,60,0,51,73,0
20,42,0,70,54,1
20,10,0,27,97,0
20,32,0,67,57,1
20,18,0,69,55,0
20,40,0,60,64,1
20,34,0,68,56,1
20,58,0,43,81,0
20,22,0,57,67,0
20,50,0,69,55,1
20,12,0,49,75,0
20,64,0,71,53,0
20,42,0,57,67,1
20,24,0,62,62,0
20,22,0,59,65,1
20,20,0,65,59,0
20,10,0,79,45,1
20,18,0,94,30,1
20,44,0,51,73,0
20,24,0,62,62,1
20,26,0,72,52,1
20,26,0,65,59,0
20,20,0,48,76,0
20,26,0,70,54,1
20,48,0,45,79,0
20,36,0,65,59,0
20,18,0,39,85,0
20,20,0,58,66,0
20,50,0,62,62,1
20,18,0,79,45,1
20,46,0,58,66,1
20,44,0,70,54,1
20,46,0,79,45,1
20,10,0,45,79,0
20,72,0,52,72,1
20,32,0,64,60,0
20,10,0,93,31,1
20,102,0,73,51,1
20,46,0,61,63,1
20,28,0,54,70,0
20,32,0,51,73,0
20,66,0,69,55,0
20,16,0,64,60,1
20,14,0,85,39,1
20,72,0,55,69,1
20,40,0,54,70,0
20,20,0,80,44,1
20,16,0,67,57,1
20,40,0,62,62,0
20,38,0,54,70,0
20,18,0,51,73,0
20,24,0,56,68,1
20,52,0,63,61,1
20,52,0,50,74,0
20,26,0,61,63,1
20,16,0,42,82,0
20,18,0,70,54,0
20,14,0,71,53,1
20,22,0,60,64,0
20,18,0,57,67,1
20,40,0,61,63,0
20,14,0,69,55,1
20,20,0,77,47,1
20,58,0,58,66,0
20,76,0,66,58,0
20,30,0,69,55,1
20,12,0,33,91,0
20,64,0,68,56,0
20,22,0,46,78,0
20,38,0,57,67,0
20,32,0,61,63,1
20,62,0,76,48,1
20,24,0,58,66,1
20,26,0,56,68,0
20,54,0,79,45,0
20,14,0,79,45,1
20,22,0,67,57,1
20,56,0,59,65,1
20,44,0,59,65,0
20,22,0,59,65,1
20,58,0,43,81,1
20,32,0,48,76,0
20,20,0,50,74,0
20,42,0,61,63,0
20,72,0,42,82,1
20,30,0,57,67,0
20,52,0,59,65,1
20,132,0,71,53,0
20,36,0,78,46,1
20,20,0,83,41,1
20,36,0,62,62,0
20,44,0,73,51,1
20,40,0,43,81,1
20,40,0,72,52,0
20,18,0,90,34,1
20,14,0,45,79,0
20,32,0,64,60,1
20,56,0,66,58,0
20,32,0,52,72,0
20,26,0,57,67,0
20,34,0,52,72,1
20,60,0,59,65,1
20,36,0,67,57,0
20,22,0,73,51,1
20,34,0,68,56,0
20,40,0,47,77,0
20,32,0,70,54,1
20,10,0,41,83,0
20,12,0,80,44,1
20,34,0,81,43,0
20,28,0,45,79,0
20,20,0,58,66,0
20,44,0,42,82,1
20,26,0,58,66,0
20,68,0,66,58,0
20,18,0,62,62,0
20,102,0,45,79,1
20,14,0,88,36,1
20,14,0,38,86,0
20,20,0,62,62,0
20,28,0,78,46,1
20,30,0,67,57,1
20,32,0,74,50,1
20,38,0,48,76,0
20,52,0,82,42,0
20,24,0,62,62,0
20,30,0,52,72,0
20,50,0,44,80,0
20,62,0,62,62,1
20,26,0,46,78,0
20,20,0,41,83,0
20,44,0,43,81,1
20,20,0,65,59,0
20,18,0,76,48,1
20,74,0,72,52,0
20,32,0,71,53,0
20,16,0,79,45,1
20,22,0,60,64,0
20,22,0,50,74,0
20,140,0,61,63,0
20,38,0,70,54,1
20,14,0,73,51,1
20,16,0,53,71,0
20,64,0,61,63,0
20,32,0,56,68,1
20,30,0,53,71,0
20,10,0,39,85,0
20,14,0,63,61,1
20,20,0,63,61,1
20,16,0,80,44,1
20,38,0,64,60,0
20,30,0,48,76,0
20,32,0,74,50,1
20,32,0,64,60,0
20,22,0,73,51,1
20,14,0,30,94,0
20,14,0,63,61,1
20,16,0,48,76,0
20,24,0,51,73,0
20,62,0,77,47,0
20,26,0,67,57,1
20,44,0,58,66,1
20,36,0,51,73,1
20,12,0,66,58,1
20,16,0,59,65,1
20,116,0,66,58,0
20,56,0,61,63,0
20,14,0,83,41,1
20,16,0,42,82,0
20,20,0,47,77,0
20,30,0,55,69,0
20,12,0,70,54,1
20,12,0,42,82,0
20,12,0,77,47,1
20,66,0,72,52,0
20,28,0,71,53,1
20,16,0,64,60,1
20,50,0,66,58,0
20,42,0,50,74,1
20,40,0,74,50,1
20,82,0,65,59,0
20,28,0,76,48,1
20,26,0,71,53,1
20,28,0,63,61,0
20,16,0,44,80,0
20,18,0,82,42,1
20,18,0,60,64,0
20,70,0,60,64,0
20,18,0,76,48,0
20,22,0,74,50,1
20,24,0,76,48,1
20,42,0,56,68,1
20,26,0,79,45,1
20,32,0,68,56,1
20,34,0,77,47,1
20,16,0,36,88,0
20,10,0,42,82,0
20,14,0,69,55,1
20,12,0,69,55,1
20,14,0,91,33,1
20,62,0,78,46,1
20,14,0,54,70,0
20,32,0,51,73,0
20,14,0,70,54,0
20,32,0,37,87,0
20,58,0,60,64,0
20,16,0,78,46,1
20,66,0,62,62,0
20,10,0,41,83,0
20,14,0,72,52,1
20,16,0,60,64,1
20,12,0,93,31,1
20,22,0,72,52,0
20,28,0,78,46,1
20,12,0,35,89,0
20,22,0,77,47,0
20,26,0,65,59,1
20,58,0,51,73,0
20,96,0,64,60,1
20,54,0,58,66,0
20,22,0,55,69,0
20,14,0,70,54,1
20,24,0,58,66,0
20,20,0,62,62,1
20,16,0,43,81,0
20,12,0,31,93,0
20,22,0,79,45,1
20,26,0,57,67,0
20,14,0,80,44,1
20,22,0,74,50,1
20,84,0,48,76,0
20,50,0,55,69,1
20,42,0,73,51,1
20,38,0,33,91,0
20,26,0,57,67,0
20,44,0,77,47,0
20,22,0,76,48,1
20,24,0,57,67,0
20,20,0,38,86,0
20,38,0,63,61,0
20,44,0,68,56,1
20,12,0,54,70,0
20,46,0,57,67,1
20,14,0,47,77,0
20,22,0,57,67,0
20,90,0,49,75,0
20,22,0,64,60,0
20,36,0,67,57,1
20,16,0,41,83,0
20,74,0,81,43,1
20,46,0,54,70,0
20,20,0,55,69,0
20,66,0,55,69,1
20,56,0,64,60,1
20,10,0,26,98,0
20,108,0,52,72,1
20,52,0,45,79,0
20,44,0,76,48,0
20,26,0,43,81,0
20,82,0,71,53,0
20,16,0,77,47,1
20,60,0,45,79,0
20,22,0,82,42,1
20,36,0,62,62,0
20,28,0,77,47,1
20,116,0,68,56,1
20,30,0,48,76,1
20,86,0,65,59,1
20,90,0,63,61,1
20,32,0,52,72,0
20,14,0,48,76,0
20,72,0,73,51,1
20,72,0,68,56,0
20,30,0,61,63,1
20,24,0,58,66,0
20,48,0,53,71,0
20,26,0,50,74,0
20,34,0,55,69,0
20,62,0,59,65,0
20,28,0,73,51,0
20,10,0,77,47,1
20,14,0,75,49,1
20,22,0,42,82,0
20,26,0,58,66,0
20,24,0,59,65,0
20,46,0,66,58,0
20,14,0,69,55,0
20,22,0,54,70,0
20,22,0,62,62,0
20,54,0,46,78,1
20,62,0,84,40,1
20,86,0,58,66,0
20,16,0,69,55,1
20,20,0,83,41,1
20,116,0,56,68,0
20,12,0,32,92,0
20,16,0,34,90,0
20,20,0,59,65,0
20,26,0,55,69,1
20,16,0,55,69,1
20,58,0,77,47,1
20,164,0,54,70,0
20,76,0,70,54,0
20,18,0,31,93,0
20,22,0,72,52,1
20,18,0,78,46,1
20,20,0,45,79,0
20,14,0,82,42,1
20,12,0,53,71,1
20,16,0,82,42,1
20,44,0,58,66,0
20,38,0,52,72,0
20,16,0,43,81,0
20,30,0,59,65,0
20,16,0,76,48,1
20,126,0,64,60,0
20,56,0,80,44,1
20,58,0,46,78,1
20,46,0,72,52,1
20,32,0,58,66,1
20,14,0,81,43,1
20,50,0,55,69,1
20,110,0,64,60,0
20,40,0,79,45,0
20,42,0,71,53,1
20,12,0,69,55,1
20,32,0,77,47,1
20,74,0,55,69,0
20,112,0,40,84,1
20,16,0,76,48,1
20,76,0,64,60,1
20,20,0,61,63,1
20,26,0,69,55,1
20,60,0,66,58,1
20,24,0,58,66,1
20,32,0,44,80,0
20,22,0,66,58,1
20,44,0,59,65,0
20,20,0,73,51,1
20,20,0,63,61,1
20,16,0,66,58,0
20,24,0,61,63,0
20,18,0,72,52,1
20,48,0,71,53,0
20,30,0,56,68,1
20,20,0,65,59,0
20,12,0,88,36,1
20,26,0,81,43,1
20,34,0,49,75,0
20,32,0,56,68,0
20,18,0,62,62,1
20,20,0,77,47,1
20,34,0,60,64,0
20,22,0,59,65,1
20,18,0,51,73,0
20,22,0,95,29,1
20,84,0,51,73,0
20,74,0,51,73,1
20,16,0,82,42,1
20,10,0,64,60,1
20,50,0,66,58,1
20,122,0,38,86,0
20,22,0,54,70,0
20,18,0,82,42,1
20,16,0,76,48,1
20,12,0,71,53,1
20,32,0,51,73,0
20,36,0,57,67,0
20,66,0,69,55,1
20,24,0,69,55,1
20,40,0,65,59,0
20,14,0,41,83,0
20,12,0,56,68,0
20,34,0,63,61,0
20,62,0,73,51,0
20,26,0,69,55,0
20,14,0,72,52,1
20,20,0,82,42,1
20,34,0,65,59,0
20,18,0,81,43,1
20,50,0,66,58,1
20,20,0,65,59,0
20,30,0,53,71,0
20,20,0,73,51,1
20,24,0,56,68,0
20,14,0,79,45,1
20,26,0,59,65,1
20,84,0,65,59,0
20,64,0,54,70,0
20,30,0,53,71,0
20,16,0,50,74,0
20,10,0,48,76,0
20,36,0,74,50,1
20,16,0,74,50,1
20,16,0,58,66,0
20,52,0,73,51,0
20,12,0,43,81,0
20,12,0,92,32,1
20,14,0,65,59,1
20,62,0,66,58,0
20,10,0,78,46,1
20,36,0,48,76,0
20,14,0,70,54,1
20,24,0,53,71,0
20,62,0,50,74,0
20,66,0,62,62,0
20,52,0,75,49,0
20,20,0,48,76,0
20,22,0,55,69,1
20,18,0,70,54,1
20,14,0,52,72,0
20,36,0,65,59,1
20,34,0,77,47,1
20,20,0,79,45,1
20,40,0,81,43,0
20,14,0,91,33,1
20,20,0,79,45,1
20,24,0,74,50,1
20,12,0,88,36,1
20,28,0,71,53,0
20,24,0,66,58,0
20,60,0,58,66,0
20,18,0,77,47,1
20,20,0,51,73,0
20,14,0,47,77,0
20,20,0,41,83,0
20,16,0,61,63,0
20,24,0,67,57,1
20,20,0,79,45,1
20,60,0,61,63,0
20,44,0,45,79,0
20,28,0,59,65,0
20,32,0,63,61,1
20,66,0,64,60,1
20,14,0,77,47,1
20,16,0,41,83,0
20,24,0,49,75,0
20,40,0,75,49,1
20,30,0,50,74,0
20,36,0,68,56,1
20,28,0,65,59,0
20,16,0,91,33,1
20,18,0,83,41,1
20,22,0,59,65,1
20,10,0,80,44,1
20,16,0,76,48,1
20,44,0,54,70,0
20,48,0,68,56,1
20,24,0,62,62,1
20,12,0,29,95,0
20,36,0,58,66,0
20,12,0,48,76,0
20,18,0,77,47,0
20,36,0,64,60,1
20,18,0,58,66,1
20,10,0,78,46,1
20,70,0,56,68,0
20,28,0,70,54,0
20,48,0,51,73,0
20,14,0,60,64,0
20,26,0,71,53,0
20,46,0,44,80,0
20,28,0,68,56,1
20,12,0,50,74,0
20,40,0,42,82,0
20,56,0,63,61,0
20,12,0,53,71,1
20,114,0,58,66,1
20,26,0,62,62,1
20,34,0,67,57,1
20,42,0,74,50,1
20,64,0,69,55,1
20,18,0,58,66,1
20,16,0,78,46,1
20,22,0,43,81,0
20,18,0,80,44,1
20,24,0,64,60,0
20,46,0,52,72,1
20,28,0,61,63,0
20,30,0,62,62,0
20,42,0,66,58,1
20,10,0,72,52,1
20,24,0,49,75,0
20,50,0,62,62,1
20,32,0,61,63,1
20,22,0,62,62,1
20,56,0,39,85,1
20,46,0,41,83,0
20,90,0,70,54,1
20,22,0,56,68,0
20,22,0,73,51,1
20,124,0,62,62,1
20,20,0,56,68,0
20,14,0,77,47,1
20,32,0,56,68,0
20,34,0,80,44,0
20,40,0,68,56,0
20,32,0,69,55,1
20,24,0,60,64,0
20,26,0,54,70,0
20,40,0,68,56,1
20,14,0,80,44,1
20,74,0,60,64,1
20,52,0,63,61,0
20,10,0,91,33,1
20,14,0,70,54,1
20,110,0,68,56,1
20,98,0,69,55,0
20,56,0,39,85,1
20,42,0,73,51,1
20,34,0,67,57,0
20,42,0,55,69,1
20,34,0,77,47,1
20,76,0,74,50,1
20,30,0,57,67,0
20,66,0,41,83,1
20,32,0,67,57,0
20,24,0,60,64,1
20,68,0,64,60,0
20,98,0,77,47,1
20,44,0,46,78,1
20,28,0,67,57,1
20,32,0,84,40,0
20,38,0,60,64,0
20,74,0,60,64,0
20,18,0,72,52,1
20,108,0,54,70,1
20,52,0,50,74,1
20,18,0,47,77,0
20,20,0,44,80,0
20,60,0,56,68,1
20,20,0,59,65,0
20,12,0,86,38,1
20,12,0,58,66,0
20,22,0,60,64,0
20,30,0,64,60,0
20,30,0,66,58,0
20,18,0,60,64,0
20,36,0,62,62,0
20,38,0,52,72,0
20,72,0,61,63,0
20,16,0,62,62,1
20,22,0,63,61,1
20,38,0,89,35,1
20,16,0,44,80,0
20,34,0,77,47,1
20,38,0,52,72,0
20,50,0,48,76,1
20,34,0,44,80,0
20,18,0,82,42,1
20,32,0,80,44,0
20,52,0,57,67,0
20,14,0,87,37,1
20,18,0,57,67,0
20,22,0,54,70,1
20,42,0,74,50,1
20,16,0,50,74,0
20,12,0,57,67,0
20,22,0,67,57,1
20,12,0,79,45,1
20,56,0,41,83,0
20,22,0,80,44,1
20,40,0,68,56,0
20,24,0,77,47,0
20,38,0,61,63,1
20,50,0,72,52,1
20,12,0,35,89,0
20,30,0,53,71,0
20,54,0,54,70,0
20,34,0,39,85,0
20,132,0,57,67,0
20,32,0,68,56,1
20,56,0,67,57,0
20,108,0,68,56,0
20,48,0,69,55,1
20,30,0,45,79,0
20,32,0,45,79,1
20,40,0,70,54,1
20,28,0,73,51,1
20,44,0,72,52,0
20,10,0,91,33,1
20,36,0,52,72,0
20,24,0,68,56,1
20,14,0,83,41,1
20,72,0,70,54,1
20,52,0,74,50,1
20,12,0,41,83,0
20,46,0,53,71,0
20,34,0,46,78,1
20,78,0,53,71,0
20,36,0,58,66,0
20,20,0,75,49,0
20,40,0,58,66,1
20,10,0,44,80,0
20,10,0,57,67,0
20,42,0,65,59,0
20,30,0,56,68,1
20,76,0,83,41,1
20,44,0,47,77,0
20,104,0,49,75,1
20,18,0,37,87,0
20,20,0,43,81,0
20,16,0,71,53,1
20,44,0,55,69,1
20,20,0,61,63,0
20,38,0,63,61,1
20,20,0,62,62,1
20,16,0,36,88,0
20,100,0,44,80,1
20,84,0,62,62,0
20,24,0,59,65,1
20,38,0,50,74,0
20,12,0,83,41,1
20,28,0,76,48,1
20,12,0,44,80,0
20,30,0,55,69,0
20,46,0,82,42,1
20,16,0,73,51,1
20,90,0,62,62,0
20,10,0,77,47,1
20,40,0,63,61,0
20,14,0,49,75,0
20,18,0,55,69,0
20,186,0,48,76,1
20,18,0,38,86,0
20,34,0,69,55,0
20,12,0,56,68,0
20,36,0,57,67,1
20,50,0,47,77,1
20,22,0,68,56,1
20,34,0,46,78,0
20,16,0,44,80,0
20,18,0,90,34,1
20,38,0,79,45,1
20,36,0,55,69,1
20,26,0,57,67,0
20,22,0,46,78,0
20,48,0,74,50,1
20,42,0,76,48,1
20,24,0,73,51,1
20,30,0,50,74,0
20,40,0,58,66,0
20,18,0,80,44,1
20,10,0,38,86,0
20,14,0,48,76,0
20,54,0,51,73,0
20,20,0,53,71,1
20,66,0,47,77,0
20,22,0,80,44,1
20,16,0,77,47,1
20,12,0,66,58,1
20,108,0,81,43,0
20,22,0,65,59,0
20,94,0,43,81,1
20,12,0,82,42,1
20,30,0,66,58,0
20,18,0,72,52,1
20,74,0,59,65,1
20,58,0,72,52,1
20,16,0,76,48,1
20,32,0,58,66,0
20,22,0,80,44,1
20,38,0,55,69,0
20,20,0,49,75,0
20,82,0,58,66,0
20,28,0,53,71,0
20,12,0,42,82,0
20,12,0,70,54,1
20,60,0,57,67,1
20,12,0,41,83,0
20,16,0,79,45,1
20,72,0,61,63,0
20,28,0,55,69,0
20,32,0,60,64,0
20,72,0,50,74,0
20,52,0,72,52,1
20,116,0,62,62,1
20,128,0,85,39,0
20,46,0,50,74,1
20,14,0,86,38,1
20,26,0,59,65,1
20,28,0,48,76,0
20,86,0,54,70,0
20,96,0,80,44,0
20,16,0,74,50,1
20,18,0,65,59,1
20,12,0,62,62,0
20,130,0,49,75,0
20,14,0,54,70,0
20,14,0,62,62,1
20,94,0,59,65,1
20,30,0,52,72,1
20,60,0,63,61,1
20,26,0,52,72,0
20,32,0,55,69,1
20,16,0,56,68,0
20,18,0,82,42,1
20,40,0,56,68,0
20,16,0,66,58,1
20,26,0,68,56,0
20,28,0,76,48,1
20,28,0,65,59,0
20,46,0,41,83,1
20,10,0,77,47,1
20,26,0,56,68,1
20,28,0,33,91,0
20,42,0,77,47,0
20,18,0,77,47,1
20,54,0,57,67,0
20,20,0,53,71,0
20,26,0,64,60,1
20,12,0,43,81,0
20,34,0,69,55,0
20,18,0,45,79,0
20,22,0,51,73,0
20,28,0,68,56,1
20,22,0,61,63,0
20,22,0,71,53,1
20,16,0,24,100,0
20,20,0,44,80,0
20,50,0,66,58,1
20,60,0,69,55,0
20,16,0,44,80,0
20,12,0,81,43,1
20,40,0,75,49,0
20,58,0,67,57,1
20,16,0,62,62,0
20,42,0,70,54,1
20,54,0,89,35,1
20,30,0,61,63,1
20,36,0,67,57,1
20,18,0,75,49,1
20,26,0,55,69,0
20,26,0,50,74,1
20,16,0,74,50,1
20,44,0,58,66,1
20,20,0,76,48,1
20,86,0,65,59,0
20,44,0,55,69,0
20,24,0,47,77,1
20,12,0,29,95,0
20,26,0,73,51,1
20,76,0,63,61,0
20,14,0,79,45,1
20,16,0,62,62,0
20,16,0,75,49,1
20,24,0,80,44,1
20,28,0,67,57,0
20,24,0,72,52,1
20,36,0,33,91,1
20,72,0,55,69,0
20,90,0,66,58,1
20,104,0,50,74,0
20,28,0,67,57,1
20,38,0,54,70,0
20,40,0,62,62,1
20,46,0,62,62,1
20,66,0,62,62,1
20,26,0,54,70,0
20,16,0,50,74,0
20,26,0,79,45,1
20,38,0,82,42,0
20,18,0,80,44,1
20,20,0,50,74,1
20,22,0,70,54,0
20,20,0,51,73,0
20,62,0,55,69,1
20,26,0,55,69,0
20,20,0,88,36,1
20,18,0,62,62,1
20,30,0,85,39,1
20,12,0,67,57,1
20,14,0,74,50,1
20,42,0,48,76,0
20,104,0,69,55,1
20,28,0,49,75,0
20,70,0,62,62,1
20,30,0,96,28,1
20,16,0,68,56,1
20,12,0,65,59,1
20,24,0,64,60,0
20,26,0,58,66,0
20,68,0,54,70,0
20,40,0,87,37,0
20,56,0,55,69,0
20,38,0,63,61,1
20,28,0,71,53,1
20,16,0,40,84,0
20,34,0,77,47,1
20,50,0,80,44,0
20,22,0,54,70,0
20,18,0,58,66,0
20,34,0,67,57,1
20,52,0,76,48,1
20,22,0,75,49,1
20,78,0,71,53,1
20,12,0,36,88,0
20,30,0,71,53,1
20,12,0,65,59,0
20,28,0,62,62,1
20,30,0,70,54,0
20,22,0,70,54,1
20,42,0,54,70,0
20,32,0,54,70,0
20,22,0,45,79,0
20,12,0,73,51,1
20,20,0,66,58,1
20,44,0,54,70,1
20,28,0,89,35,1
20,38,0,81,43,0
20,32,0,78,46,1
20,14,0,70,54,1
20,22,0,60,64,0
20,18,0,85,39,1
20,20,0,69,55,0
20,36,0,72,52,0
20,62,0,43,81,1
20,18,0,67,57,1
20,102,0,57,67,1
20,92,0,75,49,1
20,30,0,69,55,0
20,34,0,50,74,0
20,36,0,46,78,0
20,22,0,47,77,0
20,38,0,62,62,1
20,46,0,46,78,0
20,14,0,69,55,1
20,36,0,56,68,1
20,14,0,35,89,0
20,26,0,45,79,0
20,18,0,61,63,1
20,22,0,64,60,0
20,40,0,61,63,0
20,40,0,72,52,1
20,30,0,29,95,0
20,14,0,37,87,0
20,116,0,68,56,1
20,22,0,49,75,0
20,18,0,50,74,0
20,66,0,65,59,0
20,38,0,76,48,1
20,22,0,47,77,0
20,56,0,45,79,1
20,64,0,59,65,1
20,28,0,68,56,0
20,18,0,36,88,0
20,26,0,63,61,1
20,20,0,76,48,1
20,58,0,69,55,0
20,22,0,41,83,0
20,10,0,72,52,1
20,26,0,52,72,0
20,56,0,72,52,1
20,20,0,63,61,0
20,24,0,64,60,1
20,42,0,50,74,0
20,52,0,73,51,0
20,26,0,68,56,1
20,32,0,78,46,1
20,84,0,52,72,0
20,32,0,72,52,0
20,10,0,76,48,1
20,32,0,62,62,0
20,16,0,47,77,0
20,26,0,72,52,0
20,20,0,51,73,0
20,12,0,45,79,0
20,22,0,59,65,1
20,34,0,59,65,0
20,14,0,60,64,1
20,36,0,68,56,0
20,16,0,47,77,0
20,26,0,77,47,1
20,18,0,85,39,1
20,24,0,77,47,1
20,16,0,56,68,0
20,16,0,55,69,0
20,24,0,58,66,1
20,32,0,60,64,1
20,50,0,66,58,0
20,14,0,81,43,1
20,36,0,54,70,0
20,36,0,75,49,0
20,24,0,74,50,1
20,72,0,78,46,1
20,22,0,58,66,0
20,12,0,82,42,1
20,42,0,63,61,0
20,48,0,54,70,0
20,12,0,41,83,0
20,38,0,60,64,0
20,12,0,73,51,1
20,46,0,68,56,1
20,60,0,56,68,1
20,36,0,71,53,0
20,72,0,66,58,0
20,60,0,59,65,1
20,20,0,76,48,1
20,16,0,69,55,1
20,10,0,86,38,1
20,36,0,73,51,1
20,12,0,92,32,1
20,24,0,67,57,1
20,32,0,65,59,1
20,54,0,64,60,0
20,100,0,51,73,1
20,22,0,68,56,1
20,18,0,75,49,0
20,20,0,61,63,1
20,14,0,81,43,1
20,50,0,48,76,0
20,28,0,56,68,1
20,28,0,64,60,0
20,38,0,87,37,1
20,14,0,44,80,0
20,20,0,59,65,1
20,60,0,68,56,1
20,16,0,89,35,1
20,16,0,66,58,1
20,30,0,68,56,0
20,18,0,73,51,1
20,48,0,72,52,1
20,84,0,57,67,1
20,30,0,60,64,1
20,20,0,74,50,0
20,12,0,64,60,1
20,40,0,56,68,0
20,24,0,47,77,0
20,12,0,73,51,1
20,60,0,56,68,0
20,26,0,65,59,0
20,26,0,59,65,0
20,10,0,28,96,0
20,20,0,76,48,1
20,38,0,59,65,0
20,26,0,46,78,0
20,14,0,73,51,1
20,24,0,59,65,1
20,28,0,62,62,0
20,32,0,77,47,1
20,24,0,54,70,0
20,22,0,58,66,1
20,10,0,37,87,0
20,32,0,73,51,1
20,68,0,72,52,0
20,32,0,43,81,0
20,14,0,52,72,0
20,30,0,75,49,1
20,22,0,68,56,0
20,38,0,61,63,0
20,24,0,65,59,0
20,68,0,68,56,1
20,26,0,47,77,0
20,56,0,50,74,1
20,10,0,59,65,0
20,18,0,44,80,0
20,64,0,60,64,0
20,16,0,36,88,0
20,26,0,68,56,0
20,20,0,89,35,1
20,10,0,90,34,1
20,38,0,67,57,1
20,52,0,49,75,0
20,14,0,69,55,0
20,76,0,70,54,1
20,20,0,82,42,1
20,20,0,62,62,0
20,36,0,59,65,1
20,76,0,73,51,0
20,42,0,69,55,0
20,22,0,53,71,0
20,40,0,66,58,1
20,24,0,59,65,1
20,16,0,80,44,1
20,26,0,47,77,0
20,44,0,78,46,1
20,90,0,51,73,0
20,32,0,68,56,1
20,16,0,77,47,0
20,18,0,51,73,0
20,24,0,49,75,1
20,48,0,61,63,0
20,16,0,51,73,0
20,30,0,76,48,1
20,14,0,64,60,1
20,12,0,71,53,1
20,30,0,49,75,1
20,24,0,32,92,0
