Deck size,Moves,Variant,Winner
36,200,1,0
36,88,1,1
36,166,1,0
36,34,1,0
36,184,1,0
36,60,1,1
36,228,1,1
36,294,1,0
36,808,1,0
36,92,1,1
36,512,1,1
36,100,1,0
36,418,1,0
36,136,1,1
36,201,1,1
36,36,1,1
36,28,1,0
36,214,1,0
36,542,1,1
36,661,1,1
36,58,1,1
36,52,1,1
36,108,1,0
36,106,1,0
36,144,1,1
36,122,1,1
36,72,1,1
36,270,1,0
36,151,1,1
36,240,1,1
36,174,1,0
36,212,1,1
36,182,1,1
36,478,1,1
36,326,1,1
36,401,1,0
36,220,1,0
36,111,1,0
36,345,1,0
36,42,1,1
36,940,1,1
36,262,1,0
36,107,1,0
36,92,1,1
36,148,1,0
36,100,1,1
36,44,1,1
36,166,1,1
36,234,1,0
36,432,1,1
36,102,1,1
36,134,1,0
36,290,1,0
36,158,1,1
36,88,1,1
36,52,1,1
36,28,1,1
36,368,1,0
36,550,1,1
36,358,1,0
36,56,1,0
36,90,1,0
36,175,1,0
36,52,1,1
36,136,1,0
36,266,1,0
36,102,1,0
36,433,1,0
36,300,1,1
36,286,1,1
36,188,1,1
36,92,1,0
36,68,1,1
36,148,1,1
36,138,1,1
36,168,1,1
36,160,1,0
36,150,1,0
36,90,1,0
36,142,1,0
36,104,1,0
36,36,1,1
36,90,1,0
36,50,1,0
36,74,1,0
36,259,1,0
36,170,1,0
36,175,1,1
36,89,1,0
36,174,1,1
36,152,1,1
36,142,1,1
36,46,1,0
36,354,1,1
36,96,1,0
36,475,1,1
36,82,1,1
36,101,1,0
36,150,1,1
36,256,1,0
36,146,1,0
36,64,1,0
36,90,1,1
36,112,1,1
36,322,1,0
36,700,1,1
36,42,1,1
36,244,1,0
36,132,1,0
36,46,1,1
36,206,1,0
36,100,1,0
36,78,1,1
36,612,1,1
36,108,1,0
36,54,1,0
36,558,1,0
36,120,1,1
36,130,1,0
36,80,1,1
36,200,1,1
36,160,1,0
36,168,1,1
36,44,1,0
36,114,1,0
36,90,1,1
36,156,1,0
36,176,1,0
36,90,1,0
36,144,1,0
36,279,1,0
36,52,1,1
36,96,1,0
36,250,1,1
36,422,1,0
36,233,1,1
36,174,1,0
36,26,1,0
36,186,1,1
36,376,1,0
36,58,1,1
36,435,1,0
36,364,1,1
36,258,1,1
36,56,1,1
36,376,1,1
36,112,1,1
36,158,1,0
36,113,1,1
36,292,1,0
36,166,1,1
36,130,1,0
36,348,1,1
36,46,1,1
36,153,1,1
36,94,1,0
36,410,1,0
36,146,1,1
36,40,1,0
36,41,1,0
36,52,1,1
36,62,1,0
36,154,1,1
36,700,1,0
36,165,1,1
36,92,1,1
36,80,1,1
36,136,1,0
36,52,1,1
36,360,1,0
36,98,1,1
36,301,1,0
36,82,1,1
36,106,1,1
36,407,1,0
36,92,1,1
36,84,1,0
36,118,1,1
36,189,1,0
36,122,1,1
36,84,1,1
36,247,1,0
36,462,1,0
36,90,1,0
36,172,1,0
36,123,1,0
36,82,1,0
36,131,1,0
36,158,1,1
36,134,1,0
36,100,1,1
36,524,1,1
36,36,1,0
36,202,1,1
36,76,1,1
36,354,1,0
36,378,1,1
36,80,1,0
36,62,1,1
36,46,1,1
36,98,1,0
36,270,1,0
36,144,1,0
36,72,1,0
36,86,1,1
36,108,1,1
36,129,1,1
36,246,1,1
36,152,1,1
36,146,1,0
36,84,1,0
36,326,1,1
36,106,1,0
36,286,1,1
36,156,1,1
36,82,1,1
36,340,1,0
36,202,1,0
36,170,1,0
36,28,1,1
36,96,1,1
36,306,1,1
36,215,1,0
36,284,1,1
36,324,1,0
36,68,1,0
36,340,1,0
36,238,1,1
36,114,1,1
36,549,1,0
36,44,1,0
36,84,1,0
36,42,1,0
36,336,1,0
36,58,1,0
36,34,1,0
36,94,1,1
36,158,1,1
36,321,1,0
36,132,1,0
36,92,1,0
36,103,1,0
36,121,1,1
36,64,1,0
36,110,1,1
36,34,1,0
36,92,1,1
36,146,1,1
36,166,1,1
36,168,1,0
36,319,1,1
36,630,1,0
36,640,1,1
36,290,1,0
36,90,1,1
36,372,1,1
36,182,1,0
36,653,1,1
36,72,1,1
36,160,1,0
36,110,1,0
36,112,1,1
36,98,1,1
36,124,1,1
36,81,1,0
36,50,1,0
36,112,1,1
36,213,1,0
36,174,1,1
36,94,1,1
36,92,1,1
36,226,1,1
36,74,1,1
36,94,1,0
36,63,1,1
36,164,1,0
36,86,1,0
36,148,1,1
36,114,1,0
36,156,1,1
36,270,1,1
36,260,1,0
36,152,1,1
36,50,1,0
36,210,1,1
36,94,1,0
36,152,1,1
36,48,1,0
36,234,1,1
36,118,1,1
36,78,1,1
36,189,1,1
36,640,1,1
36,204,1,1
36,296,1,1
36,179,1,0
36,318,1,1
36,222,1,1
36,356,1,1
36,193,1,1
36,290,1,1
36,159,1,1
36,96,1,1
36,136,1,1
36,536,1,0
36,106,1,1
36,126,1,0
36,120,1,0
36,32,1,1
36,291,1,1
36,182,1,1
36,299,1,1
36,174,1,1
36,221,1,0
36,89,1,1
36,210,1,0
36,54,1,1
36,92,1,1
36,180,1,0
36,307,1,1
36,68,1,1
36,84,1,0
36,134,1,0
36,139,1,0
36,78,1,1
36,332,1,1
36,26,1,1
36,98,1,1
36,126,1,1
36,132,1,0
36,114,1,0
36,164,1,0
36,54,1,1
36,140,1,0
36,108,1,0
36,224,1,1
36,70,1,0
36,40,1,1
36,48,1,0
36,142,1,0
36,158,1,0
36,241,1,0
36,118,1,1
36,390,1,0
36,119,1,0
36,342,1,0
36,150,1,0
36,26,1,0
36,144,1,0
36,552,1,0
36,247,1,0
36,86,1,1
36,134,1,1
36,260,1,0
36,168,1,1
36,168,1,0
36,56,1,1
36,366,1,0
36,114,1,1
36,78,1,0
36,56,1,1
36,189,1,0
36,265,1,0
36,62,1,0
36,134,1,1
36,62,1,0
36,168,1,1
36,110,1,0
36,102,1,1
36,306,1,1
36,40,1,1
36,42,1,0
36,172,1,1
36,66,1,1
36,66,1,1
36,165,1,1
36,533,1,0
36,115,1,1
36,74,1,1
36,236,1,1
36,104,1,0
36,407,1,0
36,86,1,1
36,119,1,0
36,313,1,0
36,58,1,0
36,330,1,0
36,152,1,0
36,169,1,1
36,104,1,1
36,36,1,1
36,42,1,1
36,64,1,1
36,240,1,0
36,80,1,0
36,175,1,1
36,181,1,1
36,220,1,1
36,124,1,1
36,300,1,0
36,116,1,0
36,94,1,1
36,82,1,0
36,135,1,0
36,62,1,0
36,202,1,1
36,160,1,1
36,123,1,0
36,123,1,0
36,164,1,1
36,130,1,0
36,186,1,1
36,88,1,1
36,68,1,0
36,116,1,1
36,272,1,0
36,325,1,1
36,122,1,0
36,604,1,0
36,589,1,1
36,350,1,1
36,98,1,1
36,484,1,0
36,143,1,0
36,138,1,0
36,331,1,0
36,306,1,0
36,96,1,0
36,92,1,0
36,262,1,0
36,164,1,1
36,282,1,1
36,62,1,0
36,183,1,0
36,58,1,1
36,74,1,1
36,182,1,1
36,180,1,1
36,53,1,1
36,241,1,0
36,246,1,0
36,60,1,0
36,160,1,0
36,194,1,1
36,68,1,1
36,98,1,1
36,41,1,1
36,150,1,1
36,46,1,0
36,246,1,0
36,36,1,1
36,366,1,0
36,80,1,1
36,127,1,0
36,117,1,1
36,46,1,0
36,122,1,1
36,322,1,0
36,40,1,0
36,116,1,1
36,109,1,1
36,76,1,0
36,44,1,0
36,46,1,0
36,256,1,1
36,192,1,0
36,156,1,0
36,248,1,0
36,184,1,1
36,91,1,1
36,59,1,0
36,174,1,1
36,382,1,1
36,77,1,0
36,290,1,0
36,114,1,0
36,60,1,1
36,62,1,1
36,130,1,0
36,148,1,1
36,40,1,0
36,280,1,0
36,122,1,0
36,58,1,1
36,48,1,0
36,457,1,1
36,140,1,0
36,154,1,0
36,406,1,1
36,66,1,0
36,92,1,0
36,119,1,0
36,300,1,0
36,52,1,1
36,403,1,0
36,70,1,0
36,118,1,1
36,126,1,0
36,154,1,1
36,623,1,0
36,62,1,0
36,98,1,1
36,177,1,1
36,144,1,1
36,104,1,0
36,128,1,1
36,242,1,1
36,317,1,1
36,194,1,1
36,60,1,1
36,68,1,0
36,46,1,0
36,307,1,1
36,28,1,0
36,189,1,1
36,82,1,1
36,255,1,0
36,180,1,1
36,108,1,1
36,108,1,0
36,148,1,1
36,130,1,1
36,237,1,0
36,78,1,0
36,156,1,0
36,90,1,0
36,62,1,0
36,202,1,1
36,126,1,1
36,78,1,1
36,518,1,0
36,124,1,1
36,72,1,1
36,73,1,1
36,230,1,1
36,50,1,0
36,76,1,0
36,119,1,0
36,96,1,0
36,60,1,0
36,390,1,1
36,66,1,0
36,50,1,1
36,143,1,1
36,106,1,0
36,158,1,1
36,156,1,0
36,112,1,1
36,82,1,0
36,56,1,1
36,426,1,0
36,336,1,1
36,143,1,1
36,78,1,1
36,176,1,1
36,284,1,0
36,119,1,1
36,56,1,1
36,40,1,1
36,446,1,1
36,262,1,0
36,90,1,1
36,36,1,0
36,210,1,1
36,180,1,0
36,54,1,0
36,140,1,0
36,81,1,1
36,84,1,1
36,140,1,0
36,216,1,1
36,62,1,1
36,32,1,0
36,218,1,1
36,108,1,0
36,348,1,1
36,108,1,0
36,66,1,1
36,77,1,1
36,449,1,1
36,132,1,1
36,212,1,0
36,187,1,0
36,352,1,1
36,693,1,0
36,178,1,1
36,104,1,1
36,120,1,1
36,634,1,1
36,144,1,1
36,422,1,1
36,48,1,0
36,206,1,1
36,242,1,1
36,145,1,1
36,108,1,1
36,164,1,0
36,158,1,1
36,520,1,1
36,556,1,0
36,42,1,1
36,203,1,0
36,193,1,0
36,80,1,1
36,226,1,1
36,90,1,1
36,218,1,1
36,72,1,1
36,172,1,0
36,44,1,0
36,251,1,0
36,52,1,1
36,420,1,0
36,196,1,0
36,242,1,1
36,54,1,0
36,48,1,1
36,116,1,0
36,230,1,1
36,92,1,1
36,76,1,1
36,46,1,0
36,52,1,0
36,587,1,1
36,163,1,1
36,178,1,0
36,529,1,0
36,154,1,1
36,110,1,0
36,156,1,1
36,238,1,1
36,63,1,1
36,112,1,1
36,184,1,1
36,38,1,0
36,47,1,1
36,204,1,1
36,76,1,0
36,114,1,1
36,50,1,0
36,316,1,0
36,249,1,0
36,56,1,1
36,44,1,0
36,229,1,0
36,420,1,0
36,62,1,1
36,180,1,0
36,56,1,0
36,212,1,0
36,54,1,0
36,106,1,1
36,128,1,0
36,92,1,1
36,64,1,0
36,42,1,0
36,52,1,1
36,173,1,0
36,48,1,0
36,306,1,1
36,142,1,1
36,388,1,1
36,63,1,0
36,96,1,1
36,47,1,0
36,229,1,1
36,76,1,0
36,500,1,1
36,104,1,0
36,54,1,1
36,92,1,0
36,105,1,1
36,78,1,1
36,88,1,1
36,204,1,1
36,54,1,0
36,38,1,1
36,58,1,0
36,50,1,0
36,57,1,0
36,186,1,0
36,359,1,0
36,168,1,1
36,146,1,0
36,42,1,1
36,54,1,1
36,321,1,1
36,96,1,1
36,56,1,0
36,552,1,1
36,222,1,1
36,83,1,0
36,108,1,0
36,62,1,0
36,231,1,1
36,374,1,0
36,322,1,1
36,56,1,0
36,440,1,0
36,92,1,1
36,342,1,1
36,558,1,0
36,198,1,0
36,70,1,0
36,367,1,1
36,304,1,1
36,204,1,0
36,629,1,0
