Deck size,Moves,Variant,Winner
20,22,1,0
20,42,1,1
20,28,1,0
20,36,1,0
20,133,1,1
20,18,1,1
20,39,1,1
20,26,1,0
20,14,1,0
20,46,1,1
20,134,1,0
20,40,1,0
20,30,1,1
20,72,1,0
20,78,1,1
20,18,1,0
20,16,1,1
20,25,1,1
20,26,1,0
20,36,1,0
20,36,1,1
20,26,1,1
20,103,1,1
20,30,1,0
20,20,1,0
20,12,1,0
20,92,1,1
20,26,1,1
20,80,1,1
20,22,1,1
20,23,1,0
20,62,1,1
20,28,1,0
20,32,1,1
20,48,1,0
20,20,1,1
20,153,1,0
20,24,1,0
20,24,1,1
20,72,1,0
20,20,1,1
20,10,1,0
20,79,1,1
20,10,1,0
20,59,1,1
20,20,1,1
20,14,1,0
20,28,1,0
20,20,1,1
20,34,1,0
20,52,1,0
20,12,1,0
20,49,1,0
20,100,1,0
20,54,1,1
20,36,1,0
20,34,1,1
20,20,1,1
20,62,1,0
20,72,1,0
20,48,1,0
20,43,1,0
20,46,1,0
20,34,1,1
20,38,1,1
20,79,1,0
20,14,1,1
20,30,1,1
20,70,1,1
20,14,1,1
20,94,1,0
20,18,1,1
20,66,1,0
20,28,1,1
20,10,1,1
20,10,1,1
20,12,1,1
20,14,1,1
20,71,1,0
20,60,1,0
20,32,1,0
20,32,1,1
20,29,1,0
20,46,1,0
20,12,1,1
20,24,1,0
20,46,1,0
20,63,1,0
20,30,1,1
20,75,1,0
20,96,1,1
20,51,1,0
20,67,1,1
20,24,1,0
20,40,1,0
20,14,1,0
20,24,1,0
20,12,1,1
20,52,1,1
20,57,1,1
20,16,1,1
20,78,1,1
20,58,1,0
20,24,1,0
20,52,1,0
20,32,1,1
20,54,1,0
20,28,1,1
20,46,1,0
20,29,1,1
20,30,1,0
20,40,1,1
20,30,1,1
20,25,1,1
20,54,1,1
20,34,1,0
20,10,1,1
20,32,1,1
20,170,1,1
20,20,1,1
20,97,1,0
20,18,1,0
20,52,1,1
20,26,1,1
20,71,1,1
20,56,1,0
20,50,1,1
20,113,1,1
20,17,1,1
20,20,1,0
20,164,1,0
20,32,1,0
20,129,1,1
20,28,1,0
20,121,1,0
20,25,1,0
20,16,1,1
20,46,1,0
20,129,1,0
20,101,1,0
20,164,1,0
20,22,1,0
20,20,1,0
20,18,1,1
20,26,1,0
20,54,1,1
20,12,1,0
20,20,1,0
20,17,1,0
20,70,1,0
20,104,1,1
20,34,1,0
20,10,1,1
20,12,1,1
20,39,1,0
20,38,1,0
20,112,1,0
20,52,1,0
20,104,1,0
20,114,1,1
20,16,1,1
20,16,1,0
20,20,1,0
20,12,1,0
20,57,1,0
20,60,1,1
20,18,1,1
20,32,1,0
20,35,1,1
20,14,1,0
20,44,1,1
20,32,1,1
20,22,1,0
20,65,1,0
20,74,1,0
20,62,1,1
20,87,1,0
20,27,1,0
20,12,1,1
20,28,1,0
20,20,1,0
20,144,1,1
20,12,1,1
20,44,1,1
20,18,1,0
20,95,1,0
20,109,1,1
20,30,1,0
20,26,1,1
20,33,1,0
20,45,1,1
20,32,1,1
20,24,1,0
20,70,1,1
20,21,1,0
20,22,1,1
20,130,1,0
20,22,1,0
20,76,1,0
20,73,1,0
20,22,1,1
20,18,1,1
20,85,1,0
20,102,1,0
20,31,1,1
20,50,1,0
20,52,1,0
20,27,1,1
20,32,1,1
20,35,1,1
20,12,1,1
20,49,1,0
20,40,1,0
20,52,1,1
20,116,1,1
20,22,1,1
20,67,1,1
20,33,1,0
20,87,1,0
20,143,1,0
20,20,1,1
20,18,1,0
20,57,1,0
20,18,1,1
20,48,1,1
20,147,1,1
20,20,1,0
20,16,1,1
20,12,1,0
20,61,1,1
20,76,1,1
20,12,1,1
20,58,1,1
20,24,1,1
20,153,1,0
20,20,1,0
20,28,1,0
20,43,1,1
20,32,1,1
20,51,1,1
20,35,1,0
20,18,1,0
20,28,1,1
20,12,1,0
20,10,1,1
20,14,1,0
20,144,1,0
20,18,1,1
20,44,1,1
20,36,1,1
20,16,1,1
20,31,1,0
20,37,1,0
20,12,1,0
20,42,1,1
20,50,1,1
20,137,1,1
20,18,1,1
20,43,1,0
20,14,1,1
20,67,1,1
20,12,1,1
20,22,1,1
20,20,1,0
20,29,1,0
20,30,1,0
20,70,1,0
20,100,1,1
20,32,1,1
20,55,1,1
20,16,1,0
20,13,1,1
20,79,1,1
20,48,1,1
20,62,1,0
20,44,1,1
20,26,1,1
20,38,1,0
20,54,1,1
20,28,1,0
20,82,1,1
20,26,1,0
20,50,1,1
20,34,1,0
20,36,1,0
20,18,1,0
20,22,1,1
20,28,1,1
20,189,1,1
20,24,1,0
20,176,1,0
20,65,1,1
20,42,1,0
20,52,1,0
20,28,1,1
20,64,1,0
20,60,1,0
20,49,1,1
20,26,1,0
20,30,1,1
20,14,1,1
20,51,1,1
20,59,1,0
20,45,1,1
20,24,1,0
20,32,1,1
20,48,1,1
20,14,1,1
20,18,1,1
20,24,1,0
20,162,1,0
20,40,1,0
20,122,1,1
20,48,1,0
20,39,1,0
20,26,1,1
20,191,1,0
20,14,1,0
20,26,1,0
20,40,1,0
20,72,1,1
20,50,1,0
20,28,1,0
20,17,1,0
20,48,1,1
20,75,1,1
20,79,1,1
20,34,1,1
20,73,1,0
20,75,1,0
20,22,1,0
20,22,1,1
20,36,1,1
20,24,1,0
20,53,1,1
20,108,1,0
20,220,1,1
20,98,1,1
20,33,1,0
20,62,1,1
20,14,1,0
20,30,1,1
20,165,1,1
20,18,1,1
20,21,1,0
20,18,1,0
20,132,1,1
20,28,1,0
20,49,1,0
20,12,1,1
20,27,1,1
20,16,1,0
20,61,1,1
20,48,1,1
20,29,1,1
20,28,1,1
20,88,1,1
20,20,1,1
20,64,1,1
20,22,1,0
20,69,1,0
20,110,1,0
20,46,1,1
20,16,1,0
20,28,1,0
20,-1,1,0
20,18,1,0
20,257,1,1
20,12,1,0
20,40,1,1
20,62,1,1
20,68,1,0
20,92,1,1
20,28,1,1
20,22,1,0
20,58,1,0
20,14,1,0
20,46,1,0
20,70,1,0
20,24,1,1
20,41,1,1
20,105,1,0
20,18,1,0
20,76,1,0
20,26,1,0
20,10,1,1
20,26,1,1
20,39,1,0
20,42,1,1
20,66,1,1
20,22,1,0
20,40,1,0
20,16,1,0
20,60,1,1
20,14,1,1
20,26,1,1
20,46,1,1
20,56,1,1
20,16,1,0
20,68,1,0
20,56,1,0
20,32,1,1
20,86,1,0
20,22,1,1
20,98,1,1
20,47,1,1
20,38,1,0
20,26,1,1
20,129,1,0
20,79,1,1
20,12,1,1
20,47,1,0
20,12,1,0
20,55,1,1
20,107,1,1
20,99,1,1
20,20,1,0
20,85,1,1
20,32,1,0
20,56,1,1
20,44,1,1
20,84,1,0
20,60,1,1
20,26,1,1
20,30,1,1
20,16,1,1
20,151,1,0
20,38,1,1
20,56,1,0
20,66,1,1
20,50,1,0
20,118,1,0
20,20,1,0
20,50,1,0
20,88,1,1
20,22,1,1
20,34,1,0
20,14,1,1
20,24,1,1
20,36,1,1
20,145,1,0
20,57,1,0
20,39,1,0
20,52,1,0
20,53,1,0
20,112,1,0
20,24,1,0
20,52,1,0
20,110,1,0
20,30,1,0
20,18,1,0
20,104,1,0
20,36,1,1
20,56,1,0
20,14,1,0
20,50,1,1
20,19,1,1
20,16,1,0
20,11,1,1
20,117,1,0
20,107,1,1
20,65,1,1
20,18,1,1
20,23,1,1
20,28,1,1
20,26,1,0
20,49,1,0
20,38,1,0
20,121,1,1
20,126,1,0
20,167,1,1
20,48,1,1
20,42,1,1
20,22,1,1
20,30,1,1
20,89,1,1
20,76,1,1
20,24,1,1
20,17,1,0
20,66,1,0
20,66,1,1
20,20,1,1
20,68,1,0
20,107,1,1
20,14,1,0
20,22,1,1
20,101,1,0
20,26,1,0
20,73,1,1
20,55,1,1
20,58,1,0
20,97,1,1
20,33,1,0
20,106,1,0
20,62,1,1
20,94,1,0
20,23,1,0
20,64,1,0
20,45,1,0
20,15,1,1
20,22,1,0
20,28,1,0
20,70,1,0
20,88,1,0
20,12,1,1
20,50,1,1
20,61,1,1
20,20,1,0
20,90,1,1
20,47,1,0
20,10,1,0
20,50,1,1
20,26,1,1
20,115,1,0
20,152,1,1
20,28,1,1
20,12,1,1
20,26,1,0
20,36,1,0
20,108,1,1
20,58,1,0
20,22,1,0
20,28,1,1
20,20,1,1
20,44,1,0
20,55,1,1
20,28,1,0
20,34,1,0
20,54,1,0
20,16,1,1
20,38,1,0
20,14,1,1
20,49,1,1
20,56,1,1
20,43,1,1
20,22,1,1
20,14,1,0
20,31,1,0
20,44,1,1
20,32,1,1
20,31,1,0
20,34,1,0
20,40,1,1
20,60,1,0
20,30,1,1
20,68,1,0
20,32,1,1
20,26,1,1
20,128,1,1
20,21,1,0
20,30,1,1
20,27,1,0
20,113,1,1
20,18,1,0
20,24,1,0
20,32,1,1
20,84,1,0
20,166,1,1
20,64,1,1
20,22,1,0
20,84,1,0
20,30,1,0
20,39,1,0
20,132,1,1
20,30,1,1
20,104,1,1
20,54,1,0
20,198,1,0
20,16,1,0
20,141,1,1
20,38,1,0
20,38,1,1
20,55,1,1
20,16,1,1
20,40,1,1
20,16,1,1
20,96,1,0
20,47,1,1
20,34,1,1
20,42,1,0
20,16,1,1
20,34,1,0
20,57,1,1
20,66,1,0
20,33,1,1
20,36,1,1
20,20,1,1
20,40,1,0
20,22,1,0
20,157,1,1
20,42,1,1
20,39,1,0
20,60,1,1
20,38,1,1
20,16,1,0
20,34,1,1
20,18,1,0
20,101,1,0
20,60,1,1
20,12,1,1
20,47,1,1
20,52,1,1
20,103,1,0
20,14,1,1
20,44,1,1
20,12,1,0
20,23,1,0
20,16,1,0
20,36,1,1
20,100,1,0
20,22,1,0
20,45,1,1
20,30,1,0
20,78,1,0
20,117,1,0
20,34,1,1
20,64,1,0
20,12,1,1
20,50,1,1
20,44,1,0
20,107,1,0
20,30,1,0
20,13,1,0
20,34,1,0
20,48,1,0
20,61,1,1
20,28,1,1
20,93,1,1
20,20,1,1
20,99,1,1
20,32,1,0
20,28,1,1
20,36,1,0
20,14,1,0
20,13,1,1
20,77,1,0
20,38,1,0
20,44,1,1
20,20,1,0
20,10,1,0
20,75,1,0
20,16,1,0
20,94,1,0
20,107,1,1
20,16,1,1
20,174,1,1
20,72,1,0
20,26,1,0
20,18,1,1
20,16,1,0
20,28,1,1
20,44,1,1
20,22,1,1
20,30,1,1
20,45,1,0
20,38,1,1
20,81,1,1
20,32,1,0
20,12,1,1
20,51,1,0
20,33,1,0
20,59,1,1
20,42,1,0
20,28,1,0
20,12,1,1
20,148,1,1
20,36,1,0
20,78,1,1
20,63,1,0
20,29,1,1
20,24,1,1
20,16,1,1
20,24,1,0
20,84,1,1
20,20,1,1
20,54,1,1
20,21,1,0
20,135,1,1
20,109,1,1
20,65,1,0
20,46,1,1
20,12,1,0
20,34,1,0
20,42,1,1
20,154,1,0
20,20,1,1
20,18,1,0
20,34,1,0
20,32,1,1
20,203,1,1
20,102,1,0
20,17,1,0
20,50,1,1
20,22,1,1
20,86,1,1
20,36,1,1
20,15,1,0
20,168,1,1
20,16,1,0
20,34,1,0
20,59,1,1
20,68,1,0
20,72,1,1
20,126,1,1
20,10,1,1
20,26,1,0
20,31,1,1
20,10,1,0
20,47,1,0
20,29,1,1
20,34,1,0
20,26,1,0
20,114,1,0
20,30,1,0
20,74,1,0
20,22,1,1
20,30,1,1
20,20,1,0
20,32,1,1
20,18,1,0
20,56,1,0
20,82,1,0
20,125,1,1
20,28,1,0
20,83,1,1
20,57,1,0
20,50,1,1
20,98,1,0
20,56,1,1
20,46,1,0
20,22,1,1
20,178,1,0
20,76,1,1
20,32,1,1
20,10,1,1
20,12,1,0
20,18,1,0
20,16,1,0
20,14,1,1
20,24,1,1
20,50,1,0
20,36,1,0
20,24,1,0
20,44,1,1
20,33,1,0
20,34,1,0
20,69,1,1
20,38,1,0
20,88,1,0
20,34,1,0
20,47,1,1
20,73,1,0
20,14,1,1
20,70,1,0
20,28,1,0
20,41,1,1
20,50,1,1
20,30,1,1
20,36,1,1
20,28,1,1
20,38,1,1
20,27,1,0
20,18,1,1
20,27,1,1
20,26,1,1
20,117,1,0
20,58,1,1
20,70,1,1
20,86,1,1
20,18,1,0
20,14,1,0
20,48,1,0
20,28,1,0
20,67,1,0
20,55,1,1
20,18,1,0
20,12,1,1
20,499,1,0
