Deck size,Moves,Player1Strategy,Player2Strategy,Winner
52,374,0,2,0
52,835,0,2,1
52,129,0,2,1
52,253,0,2,1
52,331,0,2,1
52,383,0,2,1
52,188,0,2,1
52,586,0,2,0
52,352,0,2,0
52,415,0,2,1
52,428,0,2,0
52,477,0,2,1
52,305,0,2,1
52,358,0,2,1
52,376,0,2,1
52,802,0,2,0
52,221,0,2,1
52,247,0,2,1
52,1030,0,2,1
52,46,0,2,1
52,222,0,2,0
52,903,0,2,1
52,195,0,2,1
52,319,0,2,1
52,263,0,2,1
52,237,0,2,1
52,108,0,2,0
52,197,0,2,1
52,175,0,2,1
52,173,0,2,1
52,330,0,2,0
52,217,0,2,1
52,301,0,2,1
52,510,0,2,0
52,215,0,2,1
52,134,0,2,1
52,106,0,2,0
52,255,0,2,1
52,203,0,2,1
52,105,0,2,1
52,133,0,2,1
52,487,0,2,1
52,301,0,2,1
52,409,0,2,1
52,781,0,2,1
52,389,0,2,1
52,229,0,2,1
52,181,0,2,1
52,66,0,2,0
52,295,0,2,1
52,863,0,2,1
52,74,0,2,0
52,541,0,2,1
52,219,0,2,1
52,817,0,2,1
52,343,0,2,1
52,522,0,2,1
52,1173,0,2,1
52,291,0,2,1
52,447,0,2,1
52,533,0,2,1
52,165,0,2,1
52,337,0,2,1
52,157,0,2,1
52,232,0,2,0
52,203,0,2,1
52,95,0,2,1
52,485,0,2,1
52,1145,0,2,1
52,1012,0,2,0
52,217,0,2,1
52,145,0,2,1
52,381,0,2,1
52,653,0,2,1
52,139,0,2,1
52,3010,0,2,1
52,121,0,2,1
52,118,0,2,0
52,457,0,2,1
52,161,0,2,1
52,199,0,2,1
52,238,0,2,0
52,345,0,2,1
52,472,0,2,0
52,215,0,2,1
52,406,0,2,0
52,611,0,2,1
52,497,0,2,1
52,648,0,2,0
52,259,0,2,1
52,237,0,2,1
52,652,0,2,1
52,4012,0,2,0
52,123,0,2,1
52,297,0,2,1
52,77,0,2,1
52,846,0,2,0
52,477,0,2,1
52,135,0,2,1
52,473,0,2,1
52,220,0,2,0
52,105,0,2,1
52,325,0,2,1
52,373,0,2,1
52,135,0,2,1
52,93,0,2,1
52,361,0,2,1
52,295,0,2,1
52,131,0,2,1
52,151,0,2,1
52,589,0,2,1
52,117,0,2,1
52,379,0,2,1
52,877,0,2,1
52,932,0,2,0
52,281,0,2,1
52,67,0,2,1
52,213,0,2,1
52,491,0,2,1
52,443,0,2,1
52,161,0,2,1
52,115,0,2,1
52,123,0,2,1
52,269,0,2,1
52,390,0,2,1
52,106,0,2,0
52,310,0,2,0
52,79,0,2,1
52,459,0,2,1
52,431,0,2,1
52,55,0,2,1
52,128,0,2,0
52,171,0,2,1
52,231,0,2,1
52,706,0,2,0
52,615,0,2,1
52,547,0,2,1
52,99,0,2,1
52,107,0,2,1
52,373,0,2,1
52,103,0,2,1
52,153,0,2,1
52,84,0,2,0
52,37,0,2,1
52,89,0,2,1
52,165,0,2,1
52,461,0,2,1
52,599,0,2,1
52,155,0,2,1
52,659,0,2,1
52,608,0,2,0
52,163,0,2,1
52,95,0,2,1
52,173,0,2,1
52,643,0,2,1
52,443,0,2,1
52,368,0,2,0
52,127,0,2,1
52,245,0,2,1
52,570,0,2,0
52,607,0,2,1
52,113,0,2,1
52,452,0,2,0
52,287,0,2,1
52,310,0,2,1
52,214,0,2,0
52,133,0,2,1
52,456,0,2,0
52,514,0,2,0
52,245,0,2,1
52,229,0,2,1
52,553,0,2,1
52,351,0,2,1
52,153,0,2,1
52,111,0,2,1
52,94,0,2,0
52,309,0,2,1
52,211,0,2,1
52,291,0,2,1
52,109,0,2,1
52,99,0,2,1
52,551,0,2,1
52,1227,0,2,1
52,392,0,2,0
52,729,0,2,1
52,204,0,2,1
52,94,0,2,0
52,465,0,2,1
52,295,0,2,1
52,874,0,2,0
52,107,0,2,1
52,71,0,2,1
52,211,0,2,1
52,147,0,2,1
52,1367,0,2,1
52,339,0,2,1
