52,289,0,0,1
52,641,0,0,1
52,1728,0,0,0
52,501,0,0,1
52,149,0,0,1
52,990,0,0,0
52,131,0,0,1
52,382,0,0,0
52,662,0,0,1
52,888,0,0,0
52,312,0,0,0
52,522,0,0,0
52,1098,0,0,0
52,236,0,0,0
52,159,0,0,1
52,395,0,0,1
52,984,0,0,0
52,120,0,0,0
52,722,0,0,0
52,716,0,0,0
52,848,0,0,0
52,335,0,0,1
52,593,0,0,1
52,1425,0,0,1
52,656,0,0,0
52,365,0,0,1
52,481,0,0,1
52,117,0,0,1
52,239,0,0,1
52,231,0,0,1
52,1097,0,0,1
52,772,0,0,0
52,1394,0,0,0
52,919,0,0,1
52,274,0,0,0
52,869,0,0,1
52,788,0,0,0
52,323,0,0,1
52,528,0,0,0
52,418,0,0,0
52,269,0,0,1
52,352,0,0,1
52,320,0,0,0
52,103,0,0,1
52,189,0,0,1
52,556,0,0,0
52,236,0,0,0
52,220,0,0,0
52,187,0,0,1
52,97,0,0,1
52,421,0,0,1
52,246,0,0,0
52,681,0,0,1
52,64,0,0,0
52,224,0,0,0
52,202,0,0,0
52,612,0,0,0
52,605,0,0,1
52,1032,0,0,0
52,656,0,0,0
52,348,0,0,0
52,295,0,0,1
52,1398,0,0,0
52,1588,0,0,1
52,364,0,0,0
52,706,0,0,0
52,254,0,0,0
52,536,0,0,0
52,76,0,0,0
52,166,0,0,0
52,116,0,0,0
52,1099,0,0,1
52,175,0,0,1
52,841,0,0,1
52,133,0,0,1
52,588,0,0,1
52,160,0,0,0
52,332,0,0,0
52,473,0,0,1
52,199,0,0,1
52,315,0,0,1
52,549,0,0,1
52,550,0,0,0
52,1102,0,0,0
52,544,0,0,1
52,223,0,0,1
52,566,0,0,0
52,344,0,0,0
52,288,0,0,0
52,639,0,0,1
52,1462,0,0,0
52,1699,0,0,1
52,188,0,0,0
52,348,0,0,0
52,199,0,0,1
52,142,0,0,1
52,334,0,0,1
52,405,0,0,1
52,278,0,0,0
52,573,0,0,1
52,285,0,0,1
52,344,0,0,0
52,806,0,0,0
52,290,0,0,0
52,1755,0,0,1
52,817,0,0,1
52,112,0,0,0
52,372,0,0,0
52,86,0,0,0
52,545,0,0,1
52,630,0,0,0
52,608,0,0,0
52,448,0,0,0
52,130,0,0,0
52,147,0,0,1
52,298,0,0,0
52,318,0,0,0
52,696,0,0,0
52,253,0,0,1
52,286,0,0,0
52,142,0,0,0
52,266,0,0,0
52,235,0,0,1
52,459,0,0,1
52,73,0,0,1
52,268,0,0,1
52,160,0,0,0
52,349,0,0,1
52,102,0,0,0
52,532,0,0,0
52,524,0,0,0
52,654,0,0,1
52,747,0,0,1
52,187,0,0,1
52,594,0,0,0
52,1062,0,0,0
52,562,0,0,0
52,1594,0,0,0
52,415,0,0,1
52,82,0,0,1
52,341,0,0,1
52,901,0,0,1
52,314,0,0,1
52,314,0,0,1
52,815,0,0,1
52,184,0,0,0
52,318,0,0,0
52,337,0,0,1
52,255,0,0,1
52,494,0,0,0
52,290,0,0,1
52,504,0,0,0
52,366,0,0,0
52,384,0,0,0
52,355,0,0,1
52,128,0,0,0
52,1427,0,0,1
52,311,0,0,1
52,103,0,0,1
52,449,0,0,1
52,124,0,0,1
52,841,0,0,1
52,95,0,0,1
52,179,0,0,1
52,491,0,0,1
52,208,0,0,0
52,572,0,0,0
52,460,0,0,0
52,131,0,0,1
52,480,0,0,0
52,176,0,0,0
52,234,0,0,0
52,413,0,0,1
52,198,0,0,0
52,1202,0,0,0
52,406,0,0,0
52,292,0,0,0
52,554,0,0,0
52,424,0,0,0
52,224,0,0,0
52,173,0,0,1
52,345,0,0,1
52,725,0,0,1
52,161,0,0,1
52,748,0,0,0
52,1066,0,0,0
52,194,0,0,0
52,339,0,0,1
52,1332,0,0,0
52,450,0,0,0
52,142,0,0,0
52,1711,0,0,1
52,222,0,0,0
52,400,0,0,0
52,1175,0,0,1
52,568,0,0,0
52,393,0,0,1
52,498,0,0,1
52,1153,0,0,1
52,155,0,0,1
52,338,0,0,1
52,254,0,0,0
52,266,0,0,0
52,573,0,0,1
52,150,0,0,0
52,245,0,0,1
52,443,0,0,1
52,269,0,0,1
52,114,0,0,0
52,319,0,0,1
52,1301,0,0,1
52,273,0,0,1
52,254,0,0,0
52,227,0,0,1
52,404,0,0,0
52,165,0,0,1
52,519,0,0,1
52,580,0,0,0
52,721,0,0,1
52,742,0,0,0
52,206,0,0,0
52,257,0,0,1
52,861,0,0,1
52,1180,0,0,0
52,309,0,0,1
52,988,0,0,0
52,900,0,0,0
52,1404,0,0,0
52,903,0,0,1
52,593,0,0,1
52,253,0,0,1
52,465,0,0,1
52,307,0,0,1
52,634,0,0,0
52,803,0,0,1
