Deck size,Moves,Player1Strategy,Player2Strategy,Winner
52,883,0,0,1
52,1809,0,0,0
52,328,0,0,0
52,681,0,0,1
52,432,0,0,0
52,627,0,0,1
52,152,0,0,0
52,230,0,0,0
52,112,0,0,0
52,156,0,0,0
52,157,0,0,1
52,935,0,0,1
52,82,0,0,0
52,649,0,0,1
52,242,0,0,0
52,155,0,0,1
52,1478,0,0,0
52,420,0,0,0
52,518,0,0,0
52,1396,0,0,1
52,151,0,0,1
52,386,0,0,0
52,105,0,0,1
52,866,0,0,0
52,388,0,0,0
52,342,0,0,0
52,329,0,0,1
52,704,0,0,0
52,534,0,0,0
52,1436,0,0,0
52,1697,0,0,1
52,315,0,0,1
52,451,0,0,0
52,116,0,0,0
52,339,0,0,1
52,387,0,0,1
52,666,0,0,0
52,104,0,0,0
52,203,0,0,1
52,593,0,0,1
52,1049,0,0,1
52,156,0,0,1
52,320,0,0,1
52,365,0,0,1
52,157,0,0,1
52,356,0,0,1
52,154,0,0,1
52,1131,0,0,1
52,744,0,0,1
52,414,0,0,0
52,141,0,0,1
52,59,0,0,1
52,261,0,0,1
52,146,0,0,0
52,452,0,0,0
52,539,0,0,1
52,110,0,0,1
52,164,0,0,1
52,452,0,0,1
52,1116,0,0,0
52,162,0,0,0
52,195,0,0,1
52,60,0,0,0
52,292,0,0,0
52,1346,0,0,0
52,532,0,0,0
52,567,0,0,1
52,738,0,0,0
52,205,0,0,1
52,1424,0,0,0
52,186,0,0,0
52,432,0,0,0
52,136,0,0,0
52,617,0,0,1
52,506,0,0,0
52,421,0,0,1
52,378,0,0,0
52,311,0,0,1
52,261,0,0,1
52,998,0,0,1
52,606,0,0,0
52,958,0,0,0
52,825,0,0,1
52,776,0,0,0
52,382,0,0,0
52,227,0,0,1
52,144,0,0,1
52,154,0,0,0
52,988,0,0,1
52,1330,0,0,1
52,142,0,0,0
52,150,0,0,0
52,249,0,0,1
52,139,0,0,1
52,497,0,0,1
52,284,0,0,0
52,171,0,0,1
52,252,0,0,0
52,419,0,0,1
52,362,0,0,0
52,588,0,0,0
52,385,0,0,1
52,350,0,0,0
52,167,0,0,1
52,403,0,0,1
52,577,0,0,1
52,944,0,0,1
52,663,0,0,1
52,856,0,0,0
52,169,0,0,1
52,170,0,0,0
52,224,0,0,0
52,558,0,0,0
52,105,0,0,1
52,299,0,0,1
52,378,0,0,1
52,316,0,0,1
52,824,0,0,0
52,1073,0,0,1
52,499,0,0,1
52,560,0,0,0
52,182,0,0,0
52,494,0,0,0
52,1361,0,0,1
52,142,0,0,0
52,126,0,0,0
52,917,0,0,1
52,394,0,0,0
52,1119,0,0,1
52,580,0,0,0
52,262,0,0,0
52,48,0,0,0
52,366,0,0,0
52,770,0,0,0
52,181,0,0,1
52,152,0,0,1
52,830,0,0,1
52,455,0,0,1
52,301,0,0,1
52,313,0,0,1
52,1328,0,0,0
52,323,0,0,1
52,1356,0,0,1
52,878,0,0,1
52,675,0,0,1
52,802,0,0,0
52,151,0,0,1
52,116,0,0,0
52,366,0,0,0
52,290,0,0,0
52,743,0,0,1
52,747,0,0,1
52,1250,0,0,1
52,197,0,0,1
52,504,0,0,0
52,635,0,0,1
52,121,0,0,0
52,990,0,0,1
52,293,0,0,1
52,364,0,0,0
52,1112,0,0,0
52,1527,0,0,1
52,936,0,0,0
52,125,0,0,1
52,426,0,0,0
52,1815,0,0,1
52,213,0,0,1
52,142,0,0,1
52,75,0,0,1
52,296,0,0,1
52,396,0,0,0
52,843,0,0,1
52,290,0,0,0
52,732,0,0,0
52,133,0,0,1
52,1454,0,0,0
52,194,0,0,0
52,657,0,0,1
52,162,0,0,0
52,145,0,0,1
52,903,0,0,1
52,519,0,0,1
52,333,0,0,0
52,658,0,0,1
52,98,0,0,0
52,140,0,0,0
52,116,0,0,0
52,163,0,0,1
52,562,0,0,0
52,469,0,0,1
52,629,0,0,1
52,294,0,0,0
52,230,0,0,0
52,106,0,0,0
52,157,0,0,1
52,594,0,0,0
52,416,0,0,0
52,307,0,0,1
52,326,0,0,0
52,287,0,0,1
52,604,0,0,0
52,688,0,0,1
52,1160,0,0,0
52,134,0,0,0
52,107,0,0,1
52,461,0,0,1
52,309,0,0,1
52,273,0,0,1
52,79,0,0,1
52,832,0,0,0
52,562,0,0,0
52,75,0,0,1
52,1253,0,0,1
52,451,0,0,0
